,foodcourt,restaurant,restaurantmenuitem,date,forecast,r2,actual,error,MAPE,accuracy_prophet
100,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-14,23,0.8137483598192157,28.0,0.17857142857142858,0.1511040818110617,0.8488959181889383
101,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-15,31,0.8137483598192157,36.0,0.1388888888888889,0.1511040818110617,0.8488959181889383
102,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-16,28,0.8137483598192157,41.0,0.3170731707317073,0.1511040818110617,0.8488959181889383
103,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-17,0,0.8137483598192157,0.0,0.0,0.1511040818110617,0.8488959181889383
104,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-18,0,0.8137483598192157,0.0,0.0,0.1511040818110617,0.8488959181889383
105,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-12,3,0.03378629932985866,26.0,0.8846153846153846,0.6639676113360323,0.3360323886639677
106,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-13,4,0.03378629932985866,0.0,1.0,0.6639676113360323,0.3360323886639677
107,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-14,9,0.03378629932985866,0.0,1.0,0.6639676113360323,0.3360323886639677
108,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-15,9,0.03378629932985866,38.0,0.7631578947368421,0.6639676113360323,0.3360323886639677
109,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-16,4,0.03378629932985866,0.0,1.0,0.6639676113360323,0.3360323886639677
110,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-17,0,0.03378629932985866,0.0,0.0,0.6639676113360323,0.3360323886639677
111,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-18,0,0.03378629932985866,0.0,0.0,0.6639676113360323,0.3360323886639677
