,foodcourt,restaurant,restaurantmenuitem,date,actual,forecast_rf_lag,r2,mape,accuracy_rf_lag,model
43,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-13,0.0,10.0,0.0,2.1874626761513836e+16,0.4285714285714286,randomforest-lag
44,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-14,0.0,6.0,0.0,2.1874626761513836e+16,0.4285714285714286,randomforest-lag
45,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-15,0.0,9.0,0.0,2.1874626761513836e+16,0.4285714285714286,randomforest-lag
46,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-16,0.0,0.0,0.0,2.1874626761513836e+16,0.4285714285714286,randomforest-lag
47,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-17,0.0,0.0,0.0,2.1874626761513836e+16,0.4285714285714286,randomforest-lag
48,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-18,0.0,0.0,0.0,2.1874626761513836e+16,0.4285714285714286,randomforest-lag
49,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-12,0.0,10.0,0.0,3.2811940142270756e+16,0.4285714285714286,randomforest-lag
50,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-13,0.0,21.0,0.0,3.2811940142270756e+16,0.4285714285714286,randomforest-lag
51,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-14,0.0,9.0,0.0,3.2811940142270756e+16,0.4285714285714286,randomforest-lag
52,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-15,0.0,11.0,0.0,3.2811940142270756e+16,0.4285714285714286,randomforest-lag
53,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-16,0.0,0.0,0.0,3.2811940142270756e+16,0.4285714285714286,randomforest-lag
54,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-17,0.0,0.0,0.0,3.2811940142270756e+16,0.4285714285714286,randomforest-lag
55,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-18,0.0,0.0,0.0,3.2811940142270756e+16,0.4285714285714286,randomforest-lag
56,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-12,0.0,8.0,0.0,1.9301141260159268e+16,0.4285714285714286,randomforest-lag
57,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-13,0.0,10.0,0.0,1.9301141260159268e+16,0.4285714285714286,randomforest-lag
58,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-14,0.0,4.0,0.0,1.9301141260159268e+16,0.4285714285714286,randomforest-lag
59,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-15,0.0,8.0,0.0,1.9301141260159268e+16,0.4285714285714286,randomforest-lag
60,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-16,0.0,0.0,0.0,1.9301141260159268e+16,0.4285714285714286,randomforest-lag
61,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-17,0.0,0.0,0.0,1.9301141260159268e+16,0.4285714285714286,randomforest-lag
62,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-18,0.0,0.0,0.0,1.9301141260159268e+16,0.4285714285714286,randomforest-lag
63,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-12,0.0,0.0,0.0,4503599627370496.0,0.7142857142857143,randomforest-lag
64,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-13,0.0,1.0,0.0,4503599627370496.0,0.7142857142857143,randomforest-lag
65,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-14,0.0,6.0,0.0,4503599627370496.0,0.7142857142857143,randomforest-lag
66,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-15,0.0,0.0,0.0,4503599627370496.0,0.7142857142857143,randomforest-lag
67,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-16,0.0,0.0,0.0,4503599627370496.0,0.7142857142857143,randomforest-lag
68,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-17,0.0,0.0,0.0,4503599627370496.0,0.7142857142857143,randomforest-lag
69,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-18,0.0,0.0,0.0,4503599627370496.0,0.7142857142857143,randomforest-lag
70,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-12,0.0,0.0,0.0,5146971002709138.0,0.8571428571428572,randomforest-lag
71,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-13,0.0,0.0,0.0,5146971002709138.0,0.8571428571428572,randomforest-lag
72,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-14,0.0,8.0,0.0,5146971002709138.0,0.8571428571428572,randomforest-lag
73,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-15,0.0,0.0,0.0,5146971002709138.0,0.8571428571428572,randomforest-lag
74,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-16,0.0,0.0,0.0,5146971002709138.0,0.8571428571428572,randomforest-lag
75,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-17,0.0,0.0,0.0,5146971002709138.0,0.8571428571428572,randomforest-lag
76,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-18,0.0,0.0,0.0,5146971002709138.0,0.8571428571428572,randomforest-lag
77,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-12,0.0,0.0,0.0,1.0937313380756918e+16,0.8571428571428572,randomforest-lag
78,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-13,0.0,0.0,0.0,1.0937313380756918e+16,0.8571428571428572,randomforest-lag
79,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-14,0.0,17.0,0.0,1.0937313380756918e+16,0.8571428571428572,randomforest-lag
80,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-15,0.0,0.0,0.0,1.0937313380756918e+16,0.8571428571428572,randomforest-lag
81,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-16,0.0,0.0,0.0,1.0937313380756918e+16,0.8571428571428572,randomforest-lag
82,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-17,0.0,0.0,0.0,1.0937313380756918e+16,0.8571428571428572,randomforest-lag
83,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-18,0.0,0.0,0.0,1.0937313380756918e+16,0.8571428571428572,randomforest-lag
84,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-12,62.0,54.0,0.9555488358028424,0.08020113842046485,0.9197988615795352,randomforest-lag
85,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-13,79.0,72.0,0.9555488358028424,0.08020113842046485,0.9197988615795352,randomforest-lag
86,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-14,75.0,74.0,0.9555488358028424,0.08020113842046485,0.9197988615795352,randomforest-lag
87,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-15,60.0,72.0,0.9555488358028424,0.08020113842046485,0.9197988615795352,randomforest-lag
88,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-16,46.0,52.0,0.9555488358028424,0.08020113842046485,0.9197988615795352,randomforest-lag
89,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-17,0.0,0.0,0.9555488358028424,0.08020113842046485,0.9197988615795352,randomforest-lag
90,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-18,0.0,0.0,0.9555488358028424,0.08020113842046485,0.9197988615795352,randomforest-lag
91,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-12,38.0,54.0,0.7621192831260406,0.1790218721728487,0.8209781278271513,randomforest-lag
92,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-13,38.0,55.0,0.7621192831260406,0.1790218721728487,0.8209781278271513,randomforest-lag
93,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-14,43.0,53.0,0.7621192831260406,0.1790218721728487,0.8209781278271513,randomforest-lag
94,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-15,46.0,53.0,0.7621192831260406,0.1790218721728487,0.8209781278271513,randomforest-lag
95,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-16,54.0,54.0,0.7621192831260406,0.1790218721728487,0.8209781278271513,randomforest-lag
96,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-17,0.0,0.0,0.7621192831260406,0.1790218721728487,0.8209781278271513,randomforest-lag
97,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-18,0.0,0.0,0.7621192831260406,0.1790218721728487,0.8209781278271513,randomforest-lag
98,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-12,31.0,24.0,0.6678087184720805,0.19344937030673795,0.8065506296932621,randomforest-lag
99,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-13,42.0,26.0,0.6678087184720805,0.19344937030673795,0.8065506296932621,randomforest-lag
100,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-14,28.0,25.0,0.6678087184720805,0.19344937030673795,0.8065506296932621,randomforest-lag
101,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-15,36.0,27.0,0.6678087184720805,0.19344937030673795,0.8065506296932621,randomforest-lag
102,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-16,41.0,25.0,0.6678087184720805,0.19344937030673795,0.8065506296932621,randomforest-lag
103,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-17,0.0,0.0,0.6678087184720805,0.19344937030673795,0.8065506296932621,randomforest-lag
104,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-18,0.0,0.0,0.6678087184720805,0.19344937030673795,0.8065506296932621,randomforest-lag
105,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-12,26.0,0.0,-0.06915487714072954,1286742750677284.5,0.5977443609022557,randomforest-lag
106,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-13,0.0,0.0,-0.06915487714072954,1286742750677284.5,0.5977443609022557,randomforest-lag
107,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-14,0.0,2.0,-0.06915487714072954,1286742750677284.5,0.5977443609022557,randomforest-lag
108,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-15,38.0,7.0,-0.06915487714072954,1286742750677284.5,0.5977443609022557,randomforest-lag
109,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-16,0.0,0.0,-0.06915487714072954,1286742750677284.5,0.5977443609022557,randomforest-lag
110,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-17,0.0,0.0,-0.06915487714072954,1286742750677284.5,0.5977443609022557,randomforest-lag
111,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-18,0.0,0.0,-0.06915487714072954,1286742750677284.5,0.5977443609022557,randomforest-lag
112,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-12,5.0,4.0,0.132,3216856876693211.5,0.7285714285714286,randomforest-lag
113,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-13,4.0,2.0,0.132,3216856876693211.5,0.7285714285714286,randomforest-lag
114,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-14,5.0,4.0,0.132,3216856876693211.5,0.7285714285714286,randomforest-lag
115,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-15,0.0,5.0,0.132,3216856876693211.5,0.7285714285714286,randomforest-lag
116,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-16,4.0,4.0,0.132,3216856876693211.5,0.7285714285714286,randomforest-lag
117,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-17,0.0,0.0,0.132,3216856876693211.5,0.7285714285714286,randomforest-lag
118,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-18,0.0,0.0,0.132,3216856876693211.5,0.7285714285714286,randomforest-lag
119,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-12,6.0,3.0,0.33206106870229013,0.4308390022675737,0.6405895691609977,randomforest-lag
120,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-13,2.0,5.0,0.33206106870229013,0.4308390022675737,0.6405895691609977,randomforest-lag
121,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-14,7.0,3.0,0.33206106870229013,0.4308390022675737,0.6405895691609977,randomforest-lag
122,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-15,5.0,5.0,0.33206106870229013,0.4308390022675737,0.6405895691609977,randomforest-lag
123,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-16,9.0,5.0,0.33206106870229013,0.4308390022675737,0.6405895691609977,randomforest-lag
124,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-17,0.0,0.0,0.33206106870229013,0.4308390022675737,0.6405895691609977,randomforest-lag
125,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-18,0.0,0.0,0.33206106870229013,0.4308390022675737,0.6405895691609977,randomforest-lag
126,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-12,2.0,3.0,0.7275449101796407,0.2966604823747681,0.703339517625232,randomforest-lag
127,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-13,7.0,9.0,0.7275449101796407,0.2966604823747681,0.703339517625232,randomforest-lag
128,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-14,5.0,7.0,0.7275449101796407,0.2966604823747681,0.703339517625232,randomforest-lag
129,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-15,11.0,10.0,0.7275449101796407,0.2966604823747681,0.703339517625232,randomforest-lag
130,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-16,5.0,1.0,0.7275449101796407,0.2966604823747681,0.703339517625232,randomforest-lag
131,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-17,0.0,0.0,0.7275449101796407,0.2966604823747681,0.703339517625232,randomforest-lag
132,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-18,0.0,0.0,0.7275449101796407,0.2966604823747681,0.703339517625232,randomforest-lag
133,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-12,5.0,1.0,0.4516129032258065,0.5904761904761904,0.5523809523809524,randomforest-lag
134,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-13,3.0,4.0,0.4516129032258065,0.5904761904761904,0.5523809523809524,randomforest-lag
135,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-14,1.0,3.0,0.4516129032258065,0.5904761904761904,0.5523809523809524,randomforest-lag
136,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-15,3.0,1.0,0.4516129032258065,0.5904761904761904,0.5523809523809524,randomforest-lag
137,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-16,9.0,6.0,0.4516129032258065,0.5904761904761904,0.5523809523809524,randomforest-lag
138,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-17,0.0,0.0,0.4516129032258065,0.5904761904761904,0.5523809523809524,randomforest-lag
139,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-18,0.0,0.0,0.4516129032258065,0.5904761904761904,0.5523809523809524,randomforest-lag
140,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-12,1.0,5.0,0.5625,0.7263605442176873,0.7022108843537415,randomforest-lag
141,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-13,6.0,7.0,0.5625,0.7263605442176873,0.7022108843537415,randomforest-lag
142,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-14,5.0,7.0,0.5625,0.7263605442176873,0.7022108843537415,randomforest-lag
