date,foodcourtid,restaurant,menuitemid,FCRI_total_count,forecast_lr,r2_lr,accuracy_lr,forecast_xgb_multi,r2_xgb_multi,accuracy_xgb_multi,forecast_xgb_norm,r2_xgb_norm,accuracy_xgb_norm,forecast_xgb_lag,r2_xgb_lag,accuracy_xgb_lag,forecast_rf_lag,r2_rf_lag,accuracy_rf_lag
2024-02-05,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,18,-0.1249088180007294,0.00327653997378774,11,-0.1129964158460286,0.003604193971166403,5.0,-0.16929340964565265,0.1428571428571429,11.0,-0.17037970288696225,0.1428571428571429,20.0,-0.1789411665684706,0.1428571428571429
2024-02-06,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,16,-0.1249088180007294,0.00327653997378774,11,-0.1129964158460286,0.003604193971166403,7.0,-0.16929340964565265,0.1428571428571429,11.0,-0.17037970288696225,0.1428571428571429,20.0,-0.1789411665684706,0.1428571428571429
2024-02-07,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,19,-0.1249088180007294,0.00327653997378774,11,-0.1129964158460286,0.003604193971166403,13.0,-0.16929340964565265,0.1428571428571429,11.0,-0.17037970288696225,0.1428571428571429,20.0,-0.1789411665684706,0.1428571428571429
2024-02-08,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,23,-0.1249088180007294,0.00327653997378774,11,-0.1129964158460286,0.003604193971166403,8.0,-0.16929340964565265,0.1428571428571429,11.0,-0.17037970288696225,0.1428571428571429,20.0,-0.1789411665684706,0.1428571428571429
2024-02-09,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,15,-0.1249088180007294,0.00327653997378774,11,-0.1129964158460286,0.003604193971166403,11.0,-0.16929340964565265,0.1428571428571429,11.0,-0.17037970288696225,0.1428571428571429,20.0,-0.1789411665684706,0.1428571428571429
2024-02-10,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,11,-0.1249088180007294,0.00327653997378774,11,-0.1129964158460286,0.003604193971166403,0.0,-0.16929340964565265,0.1428571428571429,0.0,-0.17037970288696225,0.1428571428571429,0.0,-0.1789411665684706,0.1428571428571429
2024-02-11,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,436.0,10,-0.1249088180007294,0.00327653997378774,11,-0.1129964158460286,0.003604193971166403,0.0,-0.16929340964565265,0.1428571428571429,0.0,-0.17037970288696225,0.1428571428571429,0.0,-0.1789411665684706,0.1428571428571429
2024-02-05,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,0.0,54,-102.5922865013774,0.1298701298701299,29,-50.776859504132226,0.0,11.0,-10.734159779614323,0.1428571428571429,30.0,-40.903581267217625,0.1428571428571429,42.0,-78.25619834710743,0.1428571428571429
2024-02-06,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,0.0,47,-102.5922865013774,0.1298701298701299,29,-50.776859504132226,0.0,17.0,-10.734159779614323,0.1428571428571429,30.0,-40.903581267217625,0.1428571428571429,39.0,-78.25619834710743,0.1428571428571429
2024-02-07,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,0.0,47,-102.5922865013774,0.1298701298701299,29,-50.776859504132226,0.0,15.0,-10.734159779614323,0.1428571428571429,30.0,-40.903581267217625,0.1428571428571429,38.0,-78.25619834710743,0.1428571428571429
