,date,foodcourt,restaurant,restaurantmenuitem,actual,forecast_arima,model,accuracy_arima
117,2024-02-17,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,0.0,0.0,auto-arima,0.6666666666666667
118,2024-02-18,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,0.0,0.0,auto-arima,0.6666666666666667
119,2024-02-12,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,6.0,,auto-arima,1.0
120,2024-02-13,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2.0,,auto-arima,1.0
121,2024-02-14,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,7.0,,auto-arima,1.0
122,2024-02-15,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,5.0,,auto-arima,1.0
123,2024-02-16,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,9.0,,auto-arima,1.0
124,2024-02-17,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,0.0,0.0,auto-arima,1.0
125,2024-02-18,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,0.0,0.0,auto-arima,1.0
126,2024-02-12,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2.0,,auto-arima,1.0
127,2024-02-13,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,7.0,,auto-arima,1.0
128,2024-02-14,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,5.0,,auto-arima,1.0
129,2024-02-15,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,11.0,,auto-arima,1.0
130,2024-02-16,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,5.0,,auto-arima,1.0
131,2024-02-17,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,0.0,0.0,auto-arima,1.0
132,2024-02-18,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,0.0,0.0,auto-arima,1.0
133,2024-02-12,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,5.0,,auto-arima,1.0
134,2024-02-13,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,3.0,,auto-arima,1.0
135,2024-02-14,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,1.0,,auto-arima,1.0
136,2024-02-15,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,3.0,,auto-arima,1.0
137,2024-02-16,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,9.0,,auto-arima,1.0
138,2024-02-17,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,0.0,0.0,auto-arima,1.0
139,2024-02-18,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,0.0,0.0,auto-arima,1.0
140,2024-02-12,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,1.0,,auto-arima,1.0
141,2024-02-13,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,6.0,,auto-arima,1.0
142,2024-02-14,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,5.0,,auto-arima,1.0
143,2024-02-15,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,7.0,,auto-arima,1.0
144,2024-02-16,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,8.0,,auto-arima,1.0
145,2024-02-17,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,0.0,0.0,auto-arima,1.0
146,2024-02-18,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,0.0,0.0,auto-arima,1.0
147,2024-02-12,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,2.0,,auto-arima,0.5
148,2024-02-13,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,0.0,,auto-arima,0.5
149,2024-02-14,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,3.0,,auto-arima,0.5
150,2024-02-15,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,2.0,,auto-arima,0.5
151,2024-02-16,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,0.0,,auto-arima,0.5
152,2024-02-17,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,0.0,0.0,auto-arima,0.5
153,2024-02-18,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,0.0,0.0,auto-arima,0.5
154,2024-02-12,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b63a,0.0,,auto-arima,0.5
155,2024-02-13,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b63a,3.0,,auto-arima,0.5
156,2024-02-14,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b63a,0.0,,auto-arima,0.5
157,2024-02-15,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b63a,3.0,,auto-arima,0.5
