,foodcourt,restaurant,restaurantmenuitem,deepar_uni,deepar_multi,xgb_norm,xgb_lag,rf_lag,prophet,prophet_multi,xgb_multi,rf_multi,lr,max_accuracy,best_model,max_accuracy_segment,sales_segment,rank_segment,total_count,menuitemname
583,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,65c3440aa81c2b001b4b0918,0.857142857142857,0.670527577623395,0.8571428571428572,1.0,0.8571428571428572,0.2857142857142857,0.2857142857142857,0.857142857142857,0.857142857142857,0.428571428571428,1.0,xgb_lag,>95,25-50,400-500,25,Donne Chicken Biryani 
584,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,65c51304a81c2b001b4b26bf,0.857142857142857,0.670405982905983,0.8571428571428572,1.0,0.8571428571428572,0.2857142857142857,0.2857142857142857,0.857142857142857,0.857142857142857,0.0,1.0,xgb_lag,>95,>100,1-100,142,Bombay Style Anda Biryani 
585,63787a9e7c7d392939c21787,64774028fadc0e0017183814,647b118cb733e9001b501bcb,0.908555365707621,0.667388167388167,0.8599983115703869,0.8722026979442146,0.9043759635123059,0.9240525459382728,0.9252636778730611,0.806814690260233,0.911047881882033,0.755836226555002,0.9252636778730611,prophet_multi,90-95,>100,1-100,3753,South Veg Combo
586,63787a9e7c7d392939c21787,64775304fadc0e001718384c,647b19619a688000173315f9,0.593252432124443,0.666666666666666,0.5891181552124625,0.4031746031746033,0.43989737203315327,0.5981744007764349,0.5965870991891333,0.619840132863511,0.5557442454814,0.3967762729353,0.666666666666666,deepar_multi,50-70,50-75,100-200,1257,Special South Combo
587,63787a9e7c7d392939c21787,64775304fadc0e001718384c,647b19619a68800017331605,0.449881610102604,0.666666666666666,0.46803472770323595,0.5674822415153907,0.4609313338595106,0.3362273086029992,0.3212312549329124,0.000789265982636067,0.322020520915548,0.0299921073401735,0.666666666666666,deepar_multi,50-70,>100,1-100,1023,Special South Combo
588,63787a9e7c7d392939c21787,64775304fadc0e001718384c,65ae45dd627fc0001b490243,0.857142857142857,0.666666666666666,0.9464285714285714,0.8392857142857143,0.8214285714285714,0.3928571428571429,0.4107142857142857,0.946428571428571,0.892857142857142,0.607142857142857,0.9464285714285714,xgb_norm,90-95,10-25,>500,38,South Special Combo 
589,63870a3434186507f935037a,6385bb7e8100701a4e03aa4b,646b1ec4e5f53c001b037d4f,0.630494505494505,0.665800865800865,0.6721611721611722,0.5462454212454213,0.6840659340659341,0.6891025641025641,0.6593406593406593,0.617673992673992,0.560897435897435,0.560897435897435,0.6891025641025641,prophet,50-70,<10,>500,120,Aloo Mater with plain paratha 
590,63870a3434186507f935037a,6385bb7e8100701a4e03aa4b,646b1ec4e5f53c001b037d50,0.730167451596023,0.665398791095385,0.7017268445839875,0.7441391941391942,0.741548927263213,0.6952380952380952,0.6774463631606489,0.760544217687074,0.753767660910518,0.487074829931972,0.760544217687074,xgb_multi,70-80,10-25,>500,476,Palak Paneer Masala With Plain Paratha 
591,63870a3434186507f935037a,6385bb7e8100701a4e03aa4b,646b1ec5e5f53c001b037d71,0.871271585557299,0.663034139978213,0.9136577708006279,0.9340659340659341,0.9340659340659341,0.5274725274725275,0.5384615384615384,0.808477237048665,0.574568288854003,0.263736263736263,0.9340659340659341,xgb_lag,90-95,<10,>500,84,Sabudana khichdi with  curd 
592,63870a3434186507f935037a,6385bb7e8100701a4e03aa4b,646b1ec5e5f53c001b037d87,0.5250100040016,0.661893988364576,0.5394157663065227,0.7222388955582233,0.5316626650660264,0.5801320528211285,0.6223989595838335,0.605592236894757,0.487595038015206,0.333533413365346,0.7222388955582233,xgb_lag,70-80,10-25,400-500,423, Tava Pulao with Raita
593,63870a3434186507f935037a,6385bb7e8100701a4e03aa4b,646b1ec5e5f53c001b037dbd,0.76499690785405,0.66156462585034,0.8258503401360544,0.5371675943104515,0.6542362399505257,0.799196042053185,0.7352504638218924,0.738095238095238,0.735992578849721,0.232282003710575,0.8258503401360544,xgb_norm,85-90,10-25,>500,289,Chole with Plain Paratha 
594,63870a3434186507f935037a,6385c731832fb5102152617a,63872977326b803cf2a00b7c,0.670069292409718,0.659920634920634,0.8184799833736004,0.6113177602539305,0.691642282067814,0.7755748979153234,0.7716066439470695,0.398754318967084,0.76757167182699,0.193437767905853,0.8184799833736004,xgb_norm,85-90,50-75,100-200,1197,Chicken Thali
595,63870a3434186507f935037a,6385c731832fb5102152617a,63872fdfa326cf0e244f9adc,0.903122295036564,0.658420944135229,0.814061682945881,0.8601286737032823,0.829680695920244,0.8552383892319746,0.853293195236533,0.824793144863104,0.887256176419081,0.879592760735875,0.903122295036564,deepar_uni,90-95,>100,1-100,2901,Veg Thali
596,63870a3434186507f935037a,6385c731832fb5102152617a,638730ef118485362985fb4a,0.790391156462585,0.657513914656771,0.8420068027210884,0.6150510204081633,0.7325680272108843,0.8310374149659864,0.8381802721088436,0.631377551020408,0.824914965986394,0.536394557823129,0.8420068027210884,xgb_norm,85-90,10-25,400-500,539,Rice Mini Thali
597,63870a3434186507f935037a,6385c731832fb5102152617a,638732187d7bab2e6efd8b6c,0.921187606426142,0.657256235827664,0.7850196446139357,0.7071025900813135,0.6979976031779918,0.8656737782282913,0.861335811157405,0.946010333733341,0.912984533930747,0.600700942157265,0.946010333733341,xgb_multi,90-95,50-75,200-300,1305,Chapati Mini Thali 
598,63944549a2229f272c025695,63a295e9ad58e713c0513b18,6596c1feb978b6001cdc630c,0.534013605442176,0.657153464296321,0.5243197278911564,0.5154761904761904,0.5585034013605442,0.5258503401360545,0.47687074829931975,0.585544217687074,0.51734693877551,0.274659863945578,0.657153464296321,deepar_multi,50-70,<10,>500,64,COMBO@70 (COOKIE/CRISPERS + ANY DRINK)
