item_id,date,predicted,actual,error,MAPE,Accuracy
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c5b,2024-02-19,0,0.0,0.0,0.5685714285714286,0.4314285714285714
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c5b,2024-02-20,0,0.0,0.0,0.5685714285714286,0.4314285714285714
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c5b,2024-02-21,0,0.0,0.0,0.5685714285714286,0.4314285714285714
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c5b,2024-02-22,0,99.0,1.0,0.5685714285714286,0.4314285714285714
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c5b,2024-02-23,3,150.0,0.98,0.5685714285714286,0.4314285714285714
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c5b,2024-02-24,0,239.0,1.0,0.5685714285714286,0.4314285714285714
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c5b,2024-02-25,0,99.0,1.0,0.5685714285714286,0.4314285714285714
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c77,2024-02-19,5,58.0,0.9137931034482759,0.9638999424221099,0.03610005757789014
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c77,2024-02-20,4,25.0,0.84,0.9638999424221099,0.03610005757789014
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c77,2024-02-21,0,40.0,1.0,0.9638999424221099,0.03610005757789014
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c77,2024-02-22,0,180.0,1.0,0.9638999424221099,0.03610005757789014
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c77,2024-02-23,1,154.0,0.9935064935064936,0.9638999424221099,0.03610005757789014
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c77,2024-02-24,0,164.0,1.0,0.9638999424221099,0.03610005757789014
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c77,2024-02-25,0,112.0,1.0,0.9638999424221099,0.03610005757789014
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f17,2024-02-19,5,0.0,1.0,0.9718915343915343,0.028108465608465694
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f17,2024-02-20,3,16.0,0.8125,0.9718915343915343,0.028108465608465694
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f17,2024-02-21,0,29.0,1.0,0.9718915343915343,0.028108465608465694
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f17,2024-02-22,0,87.0,1.0,0.9718915343915343,0.028108465608465694
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f17,2024-02-23,1,108.0,0.9907407407407407,0.9718915343915343,0.028108465608465694
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f17,2024-02-24,0,161.0,1.0,0.9718915343915343,0.028108465608465694
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f17,2024-02-25,0,177.0,1.0,0.9718915343915343,0.028108465608465694
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f1e,2024-02-19,3,0.0,1.0,0.8469387755102041,0.15306122448979587
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f1e,2024-02-20,1,0.0,1.0,0.8469387755102041,0.15306122448979587
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f1e,2024-02-21,0,0.0,0.0,0.8469387755102041,0.15306122448979587
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f1e,2024-02-22,0,21.0,1.0,0.8469387755102041,0.15306122448979587
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f1e,2024-02-23,2,28.0,0.9285714285714286,0.8469387755102041,0.15306122448979587
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f1e,2024-02-24,0,25.0,1.0,0.8469387755102041,0.15306122448979587
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f1e,2024-02-25,0,42.0,1.0,0.8469387755102041,0.15306122448979587
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f21,2024-02-19,4,0.0,1.0,0.9997732426303855,0.00022675736961452753
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f21,2024-02-20,0,45.0,1.0,0.9997732426303855,0.00022675736961452753
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f21,2024-02-21,0,84.0,1.0,0.9997732426303855,0.00022675736961452753
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f21,2024-02-22,0,319.0,1.0,0.9997732426303855,0.00022675736961452753
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f21,2024-02-23,1,630.0,0.9984126984126984,0.9997732426303855,0.00022675736961452753
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f21,2024-02-24,0,618.0,1.0,0.9997732426303855,0.00022675736961452753
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f21,2024-02-25,0,541.0,1.0,0.9997732426303855,0.00022675736961452753
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b16,2024-02-19,5,0.0,1.0,0.2857142857142857,0.7142857142857143
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b16,2024-02-20,0,0.0,0.0,0.2857142857142857,0.7142857142857143
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b16,2024-02-21,3,0.0,1.0,0.2857142857142857,0.7142857142857143
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b16,2024-02-22,0,0.0,0.0,0.2857142857142857,0.7142857142857143
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b16,2024-02-23,0,0.0,0.0,0.2857142857142857,0.7142857142857143
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b16,2024-02-24,0,0.0,0.0,0.2857142857142857,0.7142857142857143
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b16,2024-02-25,0,0.0,0.0,0.2857142857142857,0.7142857142857143
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b1d,2024-02-19,5,0.0,1.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b1d,2024-02-20,8,0.0,1.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b1d,2024-02-21,2,0.0,1.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b1d,2024-02-22,7,0.0,1.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b1d,2024-02-23,0,0.0,0.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b1d,2024-02-24,0,0.0,0.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b1d,2024-02-25,0,0.0,0.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b21,2024-02-19,6,0.0,1.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b21,2024-02-20,8,0.0,1.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b21,2024-02-21,2,0.0,1.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b21,2024-02-22,7,0.0,1.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b21,2024-02-23,0,0.0,0.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b21,2024-02-24,0,0.0,0.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b21,2024-02-25,0,0.0,0.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b2d,2024-02-19,5,0.0,1.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b2d,2024-02-20,8,0.0,1.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b2d,2024-02-21,1,0.0,1.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b2d,2024-02-22,3,0.0,1.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b2d,2024-02-23,0,0.0,0.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b2d,2024-02-24,0,0.0,0.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b2d,2024-02-25,0,0.0,0.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6d4a13070017386f04,2024-02-19,0,0.0,0.0,0.2857142857142857,0.7142857142857143
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6d4a13070017386f04,2024-02-20,1,0.0,1.0,0.2857142857142857,0.7142857142857143
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6d4a13070017386f04,2024-02-21,6,0.0,1.0,0.2857142857142857,0.7142857142857143
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6d4a13070017386f04,2024-02-22,0,0.0,0.0,0.2857142857142857,0.7142857142857143
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6d4a13070017386f04,2024-02-23,0,0.0,0.0,0.2857142857142857,0.7142857142857143
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6d4a13070017386f04,2024-02-24,0,0.0,0.0,0.2857142857142857,0.7142857142857143
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6d4a13070017386f04,2024-02-25,0,0.0,0.0,0.2857142857142857,0.7142857142857143
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6d4a13070017386f0e,2024-02-19,0,0.0,0.0,0.14285714285714285,0.8571428571428572
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6d4a13070017386f0e,2024-02-20,0,0.0,0.0,0.14285714285714285,0.8571428571428572
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6d4a13070017386f0e,2024-02-21,10,0.0,1.0,0.14285714285714285,0.8571428571428572
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6d4a13070017386f0e,2024-02-22,0,0.0,0.0,0.14285714285714285,0.8571428571428572
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6d4a13070017386f0e,2024-02-23,0,0.0,0.0,0.14285714285714285,0.8571428571428572
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6d4a13070017386f0e,2024-02-24,0,0.0,0.0,0.14285714285714285,0.8571428571428572
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6d4a13070017386f0e,2024-02-25,0,0.0,0.0,0.14285714285714285,0.8571428571428572
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6e4a13070017386f2d,2024-02-19,0,0.0,0.0,0.14285714285714285,0.8571428571428572
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6e4a13070017386f2d,2024-02-20,0,0.0,0.0,0.14285714285714285,0.8571428571428572
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6e4a13070017386f2d,2024-02-21,5,0.0,1.0,0.14285714285714285,0.8571428571428572
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6e4a13070017386f2d,2024-02-22,0,0.0,0.0,0.14285714285714285,0.8571428571428572
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6e4a13070017386f2d,2024-02-23,0,0.0,0.0,0.14285714285714285,0.8571428571428572
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65b8bd6e4a13070017386f2d,2024-02-24,0,0.0,0.0,0.14285714285714285,0.8571428571428572
