,foodcourt,restaurant,restaurantmenuitem,date,actual,forecast_rf_lag,r2,mape,accuracy_lgb_lag,model
98,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-12,31.0,6.0,-1.3115614521067211,0.590900089382724,0.409099910617276,lgb_lag
99,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-13,42.0,6.0,-1.3115614521067211,0.590900089382724,0.409099910617276,lgb_lag
100,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-14,28.0,6.0,-1.3115614521067211,0.590900089382724,0.409099910617276,lgb_lag
101,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-15,36.0,6.0,-1.3115614521067211,0.590900089382724,0.409099910617276,lgb_lag
102,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-16,41.0,6.0,-1.3115614521067211,0.590900089382724,0.409099910617276,lgb_lag
103,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-17,0.0,0.0,-1.3115614521067211,0.590900089382724,0.409099910617276,lgb_lag
104,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-18,0.0,0.0,-1.3115614521067211,0.590900089382724,0.409099910617276,lgb_lag
105,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-12,26.0,1.0,-0.301098287416232,1930114126015926.8,0.2949681897050318,lgb_lag
106,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-13,0.0,1.0,-0.301098287416232,1930114126015926.8,0.2949681897050318,lgb_lag
107,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-14,0.0,1.0,-0.301098287416232,1930114126015926.8,0.2949681897050318,lgb_lag
108,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-15,38.0,1.0,-0.301098287416232,1930114126015926.8,0.2949681897050318,lgb_lag
109,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-16,0.0,1.0,-0.301098287416232,1930114126015926.8,0.2949681897050318,lgb_lag
110,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-17,0.0,0.0,-0.301098287416232,1930114126015926.8,0.2949681897050318,lgb_lag
111,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-18,0.0,0.0,-0.301098287416232,1930114126015926.8,0.2949681897050318,lgb_lag
112,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-12,5.0,4.0,0.496,2573485501354569.0,0.8,lgb_lag
113,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-13,4.0,4.0,0.496,2573485501354569.0,0.8,lgb_lag
114,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-14,5.0,4.0,0.496,2573485501354569.0,0.8,lgb_lag
115,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-15,0.0,4.0,0.496,2573485501354569.0,0.8,lgb_lag
116,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-16,4.0,4.0,0.496,2573485501354569.0,0.8,lgb_lag
117,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-17,0.0,0.0,0.496,2573485501354569.0,0.8,lgb_lag
118,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-18,0.0,0.0,0.496,2573485501354569.0,0.8,lgb_lag
119,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-12,6.0,5.0,0.5992366412213741,0.34240362811791386,0.7290249433106576,lgb_lag
120,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-13,2.0,5.0,0.5992366412213741,0.34240362811791386,0.7290249433106576,lgb_lag
121,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-14,7.0,5.0,0.5992366412213741,0.34240362811791386,0.7290249433106576,lgb_lag
122,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-15,5.0,5.0,0.5992366412213741,0.34240362811791386,0.7290249433106576,lgb_lag
123,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-16,9.0,5.0,0.5992366412213741,0.34240362811791386,0.7290249433106576,lgb_lag
124,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-17,0.0,0.0,0.5992366412213741,0.34240362811791386,0.7290249433106576,lgb_lag
125,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-18,0.0,0.0,0.5992366412213741,0.34240362811791386,0.7290249433106576,lgb_lag
126,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-12,2.0,5.0,0.48652694610778446,0.33302411873840443,0.738404452690167,lgb_lag
127,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-13,7.0,5.0,0.48652694610778446,0.33302411873840443,0.738404452690167,lgb_lag
128,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-14,5.0,5.0,0.48652694610778446,0.33302411873840443,0.738404452690167,lgb_lag
129,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-15,11.0,5.0,0.48652694610778446,0.33302411873840443,0.738404452690167,lgb_lag
130,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-16,5.0,5.0,0.48652694610778446,0.33302411873840443,0.738404452690167,lgb_lag
131,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-17,0.0,0.0,0.48652694610778446,0.33302411873840443,0.738404452690167,lgb_lag
132,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-18,0.0,0.0,0.48652694610778446,0.33302411873840443,0.738404452690167,lgb_lag
133,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-12,5.0,1.0,-0.4193548387096775,0.4317460317460317,0.5682539682539682,lgb_lag
134,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-13,3.0,1.0,-0.4193548387096775,0.4317460317460317,0.5682539682539682,lgb_lag
135,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-14,1.0,1.0,-0.4193548387096775,0.4317460317460317,0.5682539682539682,lgb_lag
136,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-15,3.0,1.0,-0.4193548387096775,0.4317460317460317,0.5682539682539682,lgb_lag
137,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-16,9.0,1.0,-0.4193548387096775,0.4317460317460317,0.5682539682539682,lgb_lag
138,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-17,0.0,0.0,-0.4193548387096775,0.4317460317460317,0.5682539682539682,lgb_lag
139,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-18,0.0,0.0,-0.4193548387096775,0.4317460317460317,0.5682539682539682,lgb_lag
140,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-12,1.0,5.0,0.5766129032258064,0.6896258503401361,0.7389455782312925,lgb_lag
