,foodcourt,restaurant,restaurantmenuitem,average_sales,rank,sales_segment,rank_segment
211,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df251a,118.42105263157895,34,>100,1-100
212,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df2522,30.0,254,25-50,200-300
213,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df252a,87.0,71,75-100,1-100
214,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f3a0b0bed60017df2531,21.666666666666668,371,10-25,300-400
215,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f3a0b0bed60017df2533,20.333333333333332,399,10-25,300-400
216,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f3a0b0bed60017df2539,20.833333333333332,389,10-25,300-400
217,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f3a0b0bed60017df2572,34.5,223,25-50,200-300
218,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f3a0b0bed60017df257b,21.0,381,10-25,300-400
219,61e39f4b2acc405ba5c12202,6281f1916d5a3f5e1dbdacc6,64f303bab0bed60017df2942,5.388888888888889,778,<10,>500
220,61e39f4b2acc405ba5c12202,647f1644918a55001b5b078e,649bf4cfc81c800017972b25,27.0,289,25-50,200-300
221,61e39f4b2acc405ba5c12202,64d320aeccff09001c48b8d4,64d3224c30769e001b1c4adb,26.5,298,25-50,200-300
222,61e39f4b2acc405ba5c12202,64d320aeccff09001c48b8d4,64d3229d30769e001b1c4ae3,27.0,289,25-50,200-300
223,620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da33,42.5,188,25-50,100-200
224,620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da34,11.2,571,10-25,>500
225,620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da3a,36.333333333333336,216,25-50,200-300
226,620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da3c,31.41176470588235,245,25-50,200-300
227,620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da4e,37.611111111111114,210,25-50,200-300
228,620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da5f,11.0,578,10-25,>500
229,620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750dbf62672001b21da84,11.473684210526315,561,10-25,>500
230,620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750dbf62672001b21da85,15.68421052631579,485,10-25,400-500
231,620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750dbf62672001b21dab1,11.61111111111111,556,10-25,>500
232,620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750dbf62672001b21daf2,28.38888888888889,268,25-50,200-300
233,620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750dbf62672001b21db01,5.894736842105263,750,<10,>500
234,620c8839d1702023497f3e64,62f3a2a3774ee25860417561,64f1cb2f72d7ad0011e20074,5.166666666666667,795,<10,>500
235,620dcb88ed29b942e676bb01,61de93fe9be11222aa790810,65644d7aa1cdf9001b15d6bb,5.6,764,<10,>500
236,620dcb88ed29b942e676bb01,61de93fe9be11222aa790810,65644d7aa1cdf9001b15d6bd,6.571428571428571,723,<10,>500
237,620dcb88ed29b942e676bb01,61de93fe9be11222aa790810,65644d7aa1cdf9001b15d6e3,10.6,592,10-25,>500
238,620dcb88ed29b942e676bb01,61de93fe9be11222aa790810,65644d7ba1cdf9001b15d702,5.0,801,<10,>500
239,620dcb88ed29b942e676bb01,64e5eed9e23e9d001b543a0a,6564546413fbf0001b9c843e,3.5416666666666665,888,<10,>500
240,620dcb88ed29b942e676bb01,64e5eed9e23e9d001b543a0a,6564546413fbf0001b9c8440,2.9473684210526314,917,<10,>500
241,620dcb88ed29b942e676bb01,64e5eed9e23e9d001b543a0a,6564546413fbf0001b9c8442,3.590909090909091,885,<10,>500
242,62122c7a86769559bcb3861c,62135a351be0863ab89a67c5,6451f4a5903ab40017049d9d,12.666666666666666,541,10-25,>500
243,62122c7a86769559bcb3861c,62135a351be0863ab89a67c5,6451f4a5903ab40017049da7,17.75,445,10-25,400-500
244,62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c047b196c00173b7bbc,12.25,549,10-25,>500
245,62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c047b196c00173b7bbe,25.63157894736842,311,25-50,300-400
246,62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c047b196c00173b7bc2,12.31578947368421,548,10-25,>500
247,62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c047b196c00173b7bc6,21.944444444444443,364,10-25,300-400
248,62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c057b196c00173b7bcc,8.375,657,<10,>500
249,62122c7a86769559bcb3861c,621cb1f35e7a600ba611587c,644e7c057b196c00173b7bce,23.526315789473685,337,10-25,300-400
250,62122c7a86769559bcb3861c,63c64c1d4ebc2200177071bf,63c64ee632e68a001bf81d1f,33.0,232,25-50,200-300
251,62122f42e9692355fc21cd37,621cb324b268b427f9e01cd7,6450d7895d92cb001b577f91,6.8,711,<10,>500
252,62122f42e9692355fc21cd37,621cb324b268b427f9e01cd7,6450d7895d92cb001b577f92,17.5,451,10-25,400-500
253,62122f42e9692355fc21cd37,621cb324b268b427f9e01cd7,6450d7895d92cb001b577fa3,16.0625,475,10-25,400-500
254,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576130,25.375,316,25-50,300-400
255,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576133,31.85,239,25-50,200-300
256,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576149,20.666666666666668,393,10-25,300-400
257,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576150,13.833333333333334,515,10-25,>500
258,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576160,45.75,176,25-50,100-200
259,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c0018576167,9.75,624,<10,>500
260,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,64ec3d9515331c001857616a,9.4,630,<10,>500
261,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,653650ca49e84f001b97d04f,31.6,242,25-50,200-300
262,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6300,46.666666666666664,171,25-50,100-200
263,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6301,27.0,289,25-50,200-300
264,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6302,43.0,184,25-50,100-200
265,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6304,30.083333333333332,253,25-50,200-300
266,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6306,44.625,178,25-50,100-200
267,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6307,41.285714285714285,193,25-50,100-200
268,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f630b,37.4,212,25-50,200-300
269,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,6551ddb95306ac00179f6315,67.0,113,50-75,100-200
270,621243047b7da3595490b804,6218a79d7fc9d120059d1fee,655da001700de30017e14c29,27.0,289,25-50,200-300
271,621243047b7da3595490b804,621cc6fdc599d2546bf3cad6,644e5ab95d92cb001b5777d9,71.42105263157895,102,50-75,100-200
272,621243047b7da3595490b804,621cc6fdc599d2546bf3cad6,644e5ab95d92cb001b5777dd,26.210526315789473,301,25-50,300-400
273,621243047b7da3595490b804,621cc6fdc599d2546bf3cad6,644e5ab95d92cb001b5777e7,78.05263157894737,91,75-100,1-100
274,621243047b7da3595490b804,63c64c1d4ebc2200177071bf,65bb489bac99d00017770c12,28.0,274,25-50,200-300
275,621243047b7da3595490b804,647edb7b42050e001bbab8ab,6577e41ed41b77001b59548e,43.0,184,25-50,100-200
276,621243047b7da3595490b804,647edb7b42050e001bbab8ab,6577e4b2a788f1001baf4036,27.0,289,25-50,200-300
277,623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a57780ed20017ce666c,40.89473684210526,197,25-50,100-200
278,623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a57780ed20017ce6675,11.333333333333334,565,10-25,>500
279,623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a58780ed20017ce667b,25.25,318,25-50,300-400
280,623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a58780ed20017ce667d,15.428571428571429,492,10-25,400-500
281,623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a58780ed20017ce6681,17.5,451,10-25,400-500
282,623bf69ebdd3ec48219813cf,623ef716194e3e322db839f6,64157a58780ed20017ce6692,13.0,537,10-25,>500
283,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac07d16f40017a20b05,20.2,401,10-25,400-500
284,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac17d16f40017a20b34,64.33333333333333,122,50-75,100-200
285,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac17d16f40017a20b46,26.8,295,25-50,200-300
286,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20b93,86.5,74,75-100,1-100
287,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20c20,40.0,201,25-50,200-300
288,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20c21,47.5,168,25-50,100-200
289,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20c2f,105.05882352941177,50,>100,1-100
290,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20c36,30.5,247,25-50,200-300
291,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,643d2ac27d16f40017a20c4e,21.928571428571427,365,10-25,300-400
292,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,64d32f68fa462b001bb56931,31.5,244,25-50,200-300
293,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,65b0ad29e341a6001c313a92,89.5,66,75-100,1-100
294,6243fa5e51ed612e6ac62c7d,624ae0846801282472b2f9a3,65b0ad4be341a6001c313a97,34.0,224,25-50,200-300
295,6244862d067f3538a2b7c517,65683b172a1ed1001bcdbadc,65719187df6df0001bf78f41,8.0,664,<10,>500
296,6246e03e6338a51f8165a7d6,6246e2c60ea3dc67f9d9bd0e,64f5bbc35994d9001bfd2b4d,4.642857142857143,821,<10,>500
297,6246e03e6338a51f8165a7d6,6246e2c60ea3dc67f9d9bd0e,64f5bbc35994d9001bfd2b51,18.692307692307693,424,10-25,400-500
298,6246e03e6338a51f8165a7d6,6246e2c60ea3dc67f9d9bd0e,64f5bbc35994d9001bfd2b57,6.083333333333333,744,<10,>500
299,6246e03e6338a51f8165a7d6,6246e2c60ea3dc67f9d9bd0e,64f5bbc35994d9001bfd2b58,7.466666666666667,685,<10,>500
300,6246e03e6338a51f8165a7d6,6246e2c60ea3dc67f9d9bd0e,652d44d3e6bb3d001b821f83,12.375,545,10-25,>500
301,62720dcd1410b643ccc5eaf0,630c2f4b1d03704a4b9d5774,642bac0bbbeeaf00171a217d,15.941176470588236,477,10-25,400-500
302,62720dcd1410b643ccc5eaf0,630c2f4b1d03704a4b9d5774,642bac0bbbeeaf00171a2188,42.94444444444444,187,25-50,100-200
303,62720dcd1410b643ccc5eaf0,630c2f4b1d03704a4b9d5774,642bac0bbbeeaf00171a2189,24.0,330,10-25,300-400
304,62720dcd1410b643ccc5eaf0,630c2f4b1d03704a4b9d5774,64803030877a33001890ed1b,17.333333333333332,455,10-25,400-500
305,62720dcd1410b643ccc5eaf0,63c64c1d4ebc2200177071bf,657148795af550001b4fc6d0,23.0,347,10-25,300-400
306,62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f5c7e4e7001be71673,27.0,289,25-50,200-300
307,62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f5c7e4e7001be71677,18.11764705882353,441,10-25,400-500
308,62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f5c7e4e7001be71685,9.0,639,<10,>500
309,62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f5c7e4e7001be71687,30.263157894736842,252,25-50,200-300
310,62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f6c7e4e7001be716ad,8.733333333333333,644,<10,>500
311,62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f6c7e4e7001be716b6,22.0,362,10-25,300-400
312,62720dcd1410b643ccc5eaf0,63db74c3753e39001baea166,642cf6f6c7e4e7001be716bf,6.266666666666667,733,<10,>500
313,62720dcd1410b643ccc5eaf0,64a4439f929d03001b232c79,64c0fe1bad22410017686d80,2.25,957,<10,>500
314,62720dcd1410b643ccc5eaf0,64a4439f929d03001b232c79,64c0fe1cad22410017686dd4,2.7058823529411766,935,<10,>500
315,62720dcd1410b643ccc5eaf0,64a4439f929d03001b232c79,64c0fe1cad22410017686dd5,8.210526315789474,661,<10,>500
316,62720dcd1410b643ccc5eaf0,64eca95e15331c001857629b,65717d8b187602001bd26641,74.0,96,50-75,1-100
317,62720dcd1410b643ccc5eaf0,659e78e5b1bc68001a7d2e9b,659e7ccc287ad900177e80d5,32.0,237,25-50,200-300
318,6272117f6ea9037357d4559e,657d66a7d9dbf9001bbe2129,657d98d1d9dbf9001bbe215f,7.7368421052631575,674,<10,>500
319,6272117f6ea9037357d4559e,657d66a7d9dbf9001bbe2129,657d98d2d9dbf9001bbe2166,5.722222222222222,757,<10,>500
320,6272117f6ea9037357d4559e,657d66a7d9dbf9001bbe2129,657d98d2d9dbf9001bbe216b,7.055555555555555,699,<10,>500
321,6272117f6ea9037357d4559e,657d7144aa5e7f001b51ce2c,657d9e73fe9d76001b79e289,15.882352941176471,479,10-25,400-500
322,627655b12847414390c38539,627657c07c5ace40b0feb1f1,6487069e6cbc55001b8b25d8,2.6470588235294117,937,<10,>500
323,627655b12847414390c38539,627e298afb8ac9627e84dea4,64a7c7f2c1ee61001be26804,6.722222222222222,718,<10,>500
324,627655b12847414390c38539,627e298afb8ac9627e84dea4,64a7c8ddc1ee61001be26807,5.944444444444445,748,<10,>500
325,628f0b429f179d6efab94aa1,63dfc8c9b647970011eebfa4,644f5eb2903ab400170493b2,29.0,260,25-50,200-300
326,628f0b429f179d6efab94aa1,63dfc8c9b647970011eebfa4,644f5eb2903ab400170493c1,29.05263157894737,258,25-50,200-300
327,628f0b429f179d6efab94aa1,63dfc8c9b647970011eebfa4,644f5eb3903ab400170493c5,8.421052631578947,654,<10,>500
328,628f0b429f179d6efab94aa1,647edb7b42050e001bbab8ab,6577e4b2a788f1001baf4036,22.0,362,10-25,300-400
329,62ab274c37a09133c235e6b9,62ab2a166605027824071b2c,64f6c9bd8312fd001b55361d,17.526315789473685,449,10-25,400-500
330,62ab274c37a09133c235e6b9,62ab2a166605027824071b2c,64f6c9bd8312fd001b553620,10.555555555555555,595,10-25,>500
331,62ab274c37a09133c235e6b9,62ab2a166605027824071b2c,64f6c9be8312fd001b553624,4.916666666666667,806,<10,>500
332,62ab274c37a09133c235e6b9,62ab2a166605027824071b2c,64f6c9be8312fd001b55362e,6.0,745,<10,>500
333,62ab274c37a09133c235e6b9,62ab2a166605027824071b2c,65116cab586472001ba64b67,27.555555555555557,284,25-50,200-300
334,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6ef094fec001bac049b,35.0,220,25-50,200-300
335,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6ef094fec001bac04ba,37.5,211,25-50,200-300
336,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6ef094fec001bac04be,35.0,220,25-50,200-300
337,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6ef094fec001bac04cd,41.0,195,25-50,100-200
338,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6f0094fec001bac04f2,19.41176470588235,413,10-25,400-500
339,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,64f6d6f0094fec001bac0520,13.666666666666666,518,10-25,>500
340,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,6501b94be763c600171589c8,29.666666666666668,255,25-50,200-300
341,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,6501b94be763c600171589c9,46.666666666666664,171,25-50,100-200
342,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,6501b94be763c600171589cc,24.0,330,10-25,300-400
343,62ab274c37a09133c235e6b9,62ab2dbbb18fea30cd6ef782,6501b94be763c600171589cd,28.5,266,25-50,200-300
344,62ab274c37a09133c235e6b9,62bed49820c9436f96544a9c,65116bb562be9e001714dfa5,7.0,703,<10,>500
345,62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,64f6cd3131517c001b27736a,12.4375,544,10-25,>500
346,62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,64f6cd3131517c001b277376,10.75,586,10-25,>500
347,62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,64f6cd3131517c001b277382,121.08,29,>100,1-100
348,62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,64f6cd3131517c001b27738f,60.208333333333336,129,50-75,100-200
349,62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,64f6cd3131517c001b27739b,22.22222222222222,356,10-25,300-400
350,62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,657153d9df6df0001bf78ebc,27.68421052631579,283,25-50,200-300
351,62ab27fd5462b534a4d05ee9,62aec058d7b2730639cc244c,657154185863b2001be4d6cd,14.368421052631579,502,10-25,>500
352,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b2771bf,5.315789473684211,784,<10,>500
353,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b2771cc,50.0,158,50-75,100-200
354,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b2771cd,24.25,328,10-25,300-400
355,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b2771d3,80.47619047619048,84,75-100,1-100
356,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b277246,47.68421052631579,167,25-50,100-200
357,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b277248,6.7368421052631575,715,<10,>500
358,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b27724d,7.266666666666667,690,<10,>500
359,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b277251,21.894736842105264,366,10-25,300-400
360,62ab27fd5462b534a4d05ee9,62b5914e8fba6710f8dd259f,64f6ccb031517c001b277252,10.722222222222221,589,10-25,>500
361,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22c8,78.0,92,75-100,1-100
362,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22d8,8.61111111111111,647,<10,>500
363,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22d9,5.444444444444445,772,<10,>500
364,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22db,8.235294117647058,659,<10,>500
365,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22e7,14.904761904761905,495,10-25,400-500
366,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22e8,83.26315789473684,78,75-100,1-100
367,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22ea,3.5,890,<10,>500
368,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22eb,19.285714285714285,417,10-25,400-500
369,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22f6,5.0,801,<10,>500
370,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22f7,6.153846153846154,742,<10,>500
371,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d22fa,20.615384615384617,396,10-25,300-400
372,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d43e7b5ae2001b6d2308,11.227272727272727,568,10-25,>500
373,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64f6d4437b5ae2001b6d23c0,21.555555555555557,372,10-25,300-400
374,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,64ff1f9eed8291001bfed939,30.38888888888889,250,25-50,200-300
375,62ab27fd5462b534a4d05ee9,637efd02fabee77ead89b68b,65793dcb189f58001b4f211f,62.0,126,50-75,100-200
376,62ab27fd5462b534a4d05ee9,646b0cb7533c540016cee353,64f69c146bbeed001b00c8bd,14.88888888888889,497,10-25,400-500
377,62ab27fd5462b534a4d05ee9,646b0cb7533c540016cee353,64ff233a8ed398001b84dc15,33.111111111111114,230,25-50,200-300
378,62ab27fd5462b534a4d05ee9,6481d37d69e0ee001b932f4d,64ff22a297d3d9001799eccc,18.692307692307693,424,10-25,400-500
379,62ad73fdb3ece857aa492b60,62ad77d1da7471469bbb06f9,6491335a42773e0011b139a6,22.347826086956523,354,10-25,300-400
380,62ad73fdb3ece857aa492b60,62ad77d1da7471469bbb06f9,64913373d7ffb50011079889,16.625,468,10-25,400-500
381,62ad73fdb3ece857aa492b60,62ad784b838fe856dbfd52c0,62e8d0d290588f12dde35b41,12.333333333333334,546,10-25,>500
382,62ad73fdb3ece857aa492b60,62ad79d6da7471469bbb06ff,62b2a86b637a43142e46c287,14.9,496,10-25,400-500
383,62ad73fdb3ece857aa492b60,62ad79d6da7471469bbb06ff,62b2ad86b2f6df16b50e4dbd,13.75,516,10-25,>500
384,62bee89b9f0f3e1af0eb46d1,62c017914ef8f2679f8d7a8e,64be5ed9505f61001b721d5b,16.944444444444443,461,10-25,400-500
385,62bee89b9f0f3e1af0eb46d1,62c017914ef8f2679f8d7a8e,64be5ed9505f61001b721d5f,4.176470588235294,848,<10,>500
386,62bee89b9f0f3e1af0eb46d1,62c017914ef8f2679f8d7a8e,64be5ed9505f61001b721d61,14.777777777777779,499,10-25,400-500
387,62bee89b9f0f3e1af0eb46d1,62c017914ef8f2679f8d7a8e,64be5ed9505f61001b721d63,3.0,915,<10,>500
388,62bee89b9f0f3e1af0eb46d1,62c017914ef8f2679f8d7a8e,64be5ed9505f61001b721d68,3.7777777777777777,873,<10,>500
389,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f33f,5.444444444444445,772,<10,>500
390,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f340,2.1666666666666665,961,<10,>500
391,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f345,7.0,703,<10,>500
392,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f34f,2.5,941,<10,>500
393,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f352,4.176470588235294,848,<10,>500
394,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f354,7.833333333333333,671,<10,>500
395,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f358,2.2777777777777777,956,<10,>500
396,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f35a,20.77777777777778,391,10-25,300-400
397,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f35b,5.333333333333333,782,<10,>500
398,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f35c,3.2222222222222223,906,<10,>500
399,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f35e,2.7857142857142856,926,<10,>500
400,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f35f,2.230769230769231,959,<10,>500
401,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f364,3.1875,907,<10,>500
402,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f365,2.8823529411764706,920,<10,>500
403,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f369,9.333333333333334,633,<10,>500
404,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f36a,2.727272727272727,932,<10,>500
405,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f36b,2.2857142857142856,955,<10,>500
406,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,644cdd5ae29f13001b32f371,2.8,925,<10,>500
407,62bee89b9f0f3e1af0eb46d1,62c0185c237424702d871c96,64d093b9866e7c001ba6685c,2.6666666666666665,936,<10,>500
408,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932158b37190017bb5566,9.866666666666667,618,<10,>500
409,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb5570,4.066666666666666,857,<10,>500
410,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb5577,11.666666666666666,555,10-25,>500
411,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb5579,5.214285714285714,790,<10,>500
412,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb557e,24.733333333333334,324,10-25,300-400
413,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb557f,10.2,606,10-25,>500
414,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb5588,13.933333333333334,513,10-25,>500
415,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb5589,6.733333333333333,716,<10,>500
416,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb5590,26.0,306,25-50,300-400
417,62bee89b9f0f3e1af0eb46d1,64a4085a3cc38a001c2fcb80,65a932168b37190017bb5591,13.066666666666666,534,10-25,>500
418,62bee89b9f0f3e1af0eb46d1,653a04ebc1ec7d001b5afee9,65b74ddecf187c001b58a2de,6.1,743,<10,>500
419,62bee89b9f0f3e1af0eb46d1,653a04ebc1ec7d001b5afee9,65b74ddecf187c001b58a2e6,4.5,826,<10,>500
420,62bee89b9f0f3e1af0eb46d1,65534b8c5306ac00179f64b9,655368e65306ac00179f64fc,10.333333333333334,603,10-25,>500
