,foodcourt,restaurant,restaurantmenuitem,average_sales,rank,sales_segment,rank_segment
421,62bee89b9f0f3e1af0eb46d1,65534b8c5306ac00179f64b9,655368e65306ac00179f650e,11.722222222222221,552,10-25,>500
422,62bee89b9f0f3e1af0eb46d1,65534b8c5306ac00179f64b9,655368e65306ac00179f6517,6.222222222222222,737,<10,>500
423,62bee89b9f0f3e1af0eb46d1,65534b8c5306ac00179f64b9,655368e65306ac00179f6520,11.333333333333334,565,10-25,>500
424,62bee89b9f0f3e1af0eb46d1,659e78e5b1bc68001a7d2e9b,659e7ccc287ad900177e80d5,33.5,228,25-50,200-300
425,62bee89b9f0f3e1af0eb46d1,659e78e5b1bc68001a7d2e9b,65c1ac41a81c2b001b4af08f,33.0,232,25-50,200-300
426,62c7d5cb2cd72441f4a03e28,65767c6fa788f1001baf3f4e,65768d7800b32d001740ea21,23.22222222222222,343,10-25,300-400
427,62c7d5cb2cd72441f4a03e28,65767c6fa788f1001baf3f4e,65768d7800b32d001740ea2c,22.571428571428573,352,10-25,300-400
428,62c7d5cb2cd72441f4a03e28,65767c6fa788f1001baf3f4e,65768d7800b32d001740ea32,5.722222222222222,757,<10,>500
429,62c7d5cb2cd72441f4a03e28,65767c6fa788f1001baf3f4e,65768d7800b32d001740ea39,4.5,826,<10,>500
430,62c7d5cb2cd72441f4a03e28,65767c6fa788f1001baf3f4e,65768d7800b32d001740ea3a,36.72222222222222,214,25-50,200-300
431,62c7d5cb2cd72441f4a03e28,65767c6fa788f1001baf3f4e,65768d7800b32d001740ea3e,4.5625,824,<10,>500
432,62c7d6386e2f983780cd3c7f,65768000d41b77001b595343,65768ec99fa1ad001b9f4207,23.944444444444443,333,10-25,300-400
433,62c7d6386e2f983780cd3c7f,65768000d41b77001b595343,65768ec99fa1ad001b9f420b,5.1875,794,<10,>500
434,62c7d6386e2f983780cd3c7f,65768000d41b77001b595343,65768ec99fa1ad001b9f420d,43.333333333333336,181,25-50,100-200
435,62c7d6386e2f983780cd3c7f,65768000d41b77001b595343,65768ec99fa1ad001b9f4211,9.4375,629,<10,>500
436,62c7d6386e2f983780cd3c7f,65768000d41b77001b595343,65768ec99fa1ad001b9f4212,7.277777777777778,689,<10,>500
437,62c7d6386e2f983780cd3c7f,65768000d41b77001b595343,65768ec99fa1ad001b9f421b,26.0,306,25-50,300-400
438,62c7d6386e2f983780cd3c7f,65768000d41b77001b595343,65768ec99fa1ad001b9f4221,4.411764705882353,832,<10,>500
439,630ca555edc24358e0916c09,630ca761803cf10532ab76fa,64bcf54f273f7d001b2d2f2f,2.8333333333333335,922,<10,>500
440,630ca555edc24358e0916c09,630ca761803cf10532ab76fa,64d1c1a0a02446001b40201e,18.666666666666668,427,10-25,400-500
441,63245d4de5aff648ca6109f0,65ab6c5b9b47db0017411ea2,65ab89458d7d8f001be0274f,11.307692307692308,567,10-25,>500
442,63245d4de5aff648ca6109f0,65ab6c5b9b47db0017411ea2,65ab89468d7d8f001be02754,65.28571428571429,121,50-75,100-200
443,63245d4de5aff648ca6109f0,65ab6c5b9b47db0017411ea2,65ab89468d7d8f001be02762,90.84615384615384,63,75-100,1-100
444,63245d4de5aff648ca6109f0,65ab6c5b9b47db0017411ea2,65ab89468d7d8f001be02763,33.642857142857146,227,25-50,200-300
445,63245d4de5aff648ca6109f0,65ab6c5b9b47db0017411ea2,65ab89468d7d8f001be02796,21.857142857142858,367,10-25,300-400
446,63245e835129027dc5432fb2,633d458c83f3a4269d73fb0b,6437c2c268bce9001bb15e26,3.923076923076923,867,<10,>500
447,63245e835129027dc5432fb2,633d458c83f3a4269d73fb0b,6437c2c268bce9001bb15e27,10.764705882352942,585,10-25,>500
448,63245e835129027dc5432fb2,633d458c83f3a4269d73fb0b,6437c2c268bce9001bb15e2a,33.111111111111114,230,25-50,200-300
449,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ebfc,4.111111111111111,853,<10,>500
450,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ebfd,3.3333333333333335,897,<10,>500
451,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec03,3.6666666666666665,882,<10,>500
452,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec05,6.235294117647059,736,<10,>500
453,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec06,16.22222222222222,471,10-25,400-500
454,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec0c,2.4285714285714284,946,<10,>500
455,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec0d,2.5625,939,<10,>500
456,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec0e,16.333333333333332,470,10-25,400-500
457,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec0f,4.888888888888889,808,<10,>500
458,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec15,2.375,950,<10,>500
459,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec17,2.7777777777777777,927,<10,>500
460,632c1fde5734894c6b85b626,63fec438025a6c001b98eb1c,63fee3ef025a6c001b98ec1f,3.4705882352941178,892,<10,>500
461,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb72c,13.88888888888889,514,10-25,>500
462,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb72d,23.642857142857142,336,10-25,300-400
463,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb72e,7.0,703,<10,>500
464,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb73f,20.666666666666668,393,10-25,300-400
465,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb757,91.61111111111111,62,75-100,1-100
466,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb75d,10.727272727272727,588,10-25,>500
467,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb769,4.823529411764706,812,<10,>500
468,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb76a,9.823529411764707,621,<10,>500
469,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605617856d50001b8cb778,22.72222222222222,351,10-25,300-400
470,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605618856d50001b8cb7a4,59.44444444444444,132,50-75,100-200
471,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605618856d50001b8cb7a6,13.722222222222221,517,10-25,>500
472,632c1fde5734894c6b85b626,655f085f57836300176b0221,65605618856d50001b8cb7aa,17.555555555555557,448,10-25,400-500
473,633555b446eef47b9e6431f9,63356113a2dcc1590df461e4,64392e9bd227dc00177a3c7c,8.61111111111111,647,<10,>500
474,633555b446eef47b9e6431f9,63356113a2dcc1590df461e4,64392e9bd227dc00177a3c81,8.473684210526315,652,<10,>500
475,633555b446eef47b9e6431f9,63356113a2dcc1590df461e4,64392e9bd227dc00177a3c85,6.578947368421052,721,<10,>500
476,633555b446eef47b9e6431f9,63356113a2dcc1590df461e4,64392e9bd227dc00177a3c8b,18.0,443,10-25,400-500
477,633555b446eef47b9e6431f9,63356113a2dcc1590df461e4,64392e9bd227dc00177a3c90,3.5625,886,<10,>500
478,633555b446eef47b9e6431f9,63356113a2dcc1590df461e4,64392e9cd227dc00177a3cec,10.578947368421053,594,10-25,>500
479,633555b446eef47b9e6431f9,63356113a2dcc1590df461e4,64392e9cd227dc00177a3cf0,4.947368421052632,804,<10,>500
480,633555b446eef47b9e6431f9,633565a059c5de546bc2fabc,643ceffe792f51001b7960ef,7.235294117647059,693,<10,>500
481,633555b446eef47b9e6431f9,633565a059c5de546bc2fabc,643ceffe792f51001b79610b,10.0,614,10-25,>500
482,633555b446eef47b9e6431f9,633565a059c5de546bc2fabc,643ceffe792f51001b79610c,8.473684210526315,652,<10,>500
483,633555b446eef47b9e6431f9,633565a059c5de546bc2fabc,643ceffe792f51001b79611d,7.894736842105263,668,<10,>500
484,633555b446eef47b9e6431f9,633565a059c5de546bc2fabc,643ceffe792f51001b796123,6.722222222222222,718,<10,>500
485,633555b446eef47b9e6431f9,633565a059c5de546bc2fabc,643ceffe792f51001b79612b,6.473684210526316,727,<10,>500
486,633555b446eef47b9e6431f9,633568f9cb0fcc6156ffd178,63467f938bf9ff40345df763,5.285714285714286,787,<10,>500
487,633555b446eef47b9e6431f9,633568f9cb0fcc6156ffd178,63467f938bf9ff40345df769,4.416666666666667,831,<10,>500
488,633555b446eef47b9e6431f9,633568f9cb0fcc6156ffd178,65c06d3149e1bf001b878a46,5.6,764,<10,>500
489,633555b446eef47b9e6431f9,633568f9cb0fcc6156ffd178,65c06d3149e1bf001b878a69,4.2,845,<10,>500
490,633555b446eef47b9e6431f9,633568f9cb0fcc6156ffd178,65c06d3149e1bf001b878a71,4.8,814,<10,>500
491,633555b446eef47b9e6431f9,63356c049047a95e18bd4cd8,64ec9efd15331c0018576292,2.4,949,<10,>500
492,633555b446eef47b9e6431f9,63356c049047a95e18bd4cd8,64ec9f3d0d415c001be19e06,5.444444444444445,772,<10,>500
493,633555b446eef47b9e6431f9,633576948a53495441d82827,649a6bd2d84e7000118eeb97,13.947368421052632,512,10-25,>500
494,633555b446eef47b9e6431f9,633576948a53495441d82827,649a6bd2d84e7000118eeba9,5.7894736842105265,755,<10,>500
495,633555b446eef47b9e6431f9,633577a4722ee12ae36594a6,64ef44e2a5c7e4001b2ae5dc,3.3333333333333335,897,<10,>500
496,633555b446eef47b9e6431f9,63357973a2dcc1590df463a8,6448b8e1163e410017218063,25.526315789473685,314,25-50,300-400
497,633555b446eef47b9e6431f9,63357973a2dcc1590df463a8,6448b8e1163e410017218068,22.94736842105263,350,10-25,300-400
498,633555b446eef47b9e6431f9,63357973a2dcc1590df463a8,6448b8e1163e41001721807c,14.368421052631579,502,10-25,>500
499,633555b446eef47b9e6431f9,63357973a2dcc1590df463a8,6448b8e1163e410017218087,4.066666666666666,857,<10,>500
500,633555b446eef47b9e6431f9,63357973a2dcc1590df463a8,651139335f38c4001bfdd24d,119.84210526315789,30,>100,1-100
501,633555b446eef47b9e6431f9,6482ee8d4f5bd6001ba34699,648feddde67d820017b6598c,7.2631578947368425,691,<10,>500
502,633555b446eef47b9e6431f9,6482ee8d4f5bd6001ba34699,648feddde67d820017b659a1,5.2105263157894735,791,<10,>500
503,633555b446eef47b9e6431f9,6482ee8d4f5bd6001ba34699,64c1085ad3323600179dc2e9,3.142857142857143,910,<10,>500
504,633555b446eef47b9e6431f9,64a2b66a474a88001b1a6eb3,64a2c3d8a8b610001b82f3c9,13.055555555555555,535,10-25,>500
505,633555b446eef47b9e6431f9,64a2b66a474a88001b1a6eb3,64a2c3d8a8b610001b82f3cf,10.368421052631579,601,10-25,>500
506,633555b446eef47b9e6431f9,6565913c856d50001b8cbaf0,6565c636b1d83d001b7ee9a2,15.947368421052632,476,10-25,400-500
507,633555b446eef47b9e6431f9,6565913c856d50001b8cbaf0,6565c637b1d83d001b7ee9a7,15.578947368421053,488,10-25,400-500
508,633555b446eef47b9e6431f9,6565913c856d50001b8cbaf0,6565c637b1d83d001b7ee9ab,9.944444444444445,616,<10,>500
509,633555b446eef47b9e6431f9,6565913c856d50001b8cbaf0,6565c637b1d83d001b7ee9ac,7.555555555555555,680,<10,>500
510,633555b446eef47b9e6431f9,6565913c856d50001b8cbaf0,6565c637b1d83d001b7ee9af,48.526315789473685,163,25-50,100-200
511,633555b446eef47b9e6431f9,6565913c856d50001b8cbaf0,6565c637b1d83d001b7ee9b0,7.388888888888889,687,<10,>500
512,633555b446eef47b9e6431f9,6565913c856d50001b8cbaf0,6565c637b1d83d001b7ee9b4,3.0,915,<10,>500
513,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1ef928130e300119eb78b,18.473684210526315,432,10-25,400-500
514,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1ef928130e300119eb792,3.2777777777777777,902,<10,>500
515,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1ef928130e300119eb795,4.0,863,<10,>500
516,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1ef928130e300119eb797,2.111111111111111,964,<10,>500
517,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1ef928130e300119eb79a,3.5294117647058822,889,<10,>500
518,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1ef928130e300119eb7af,2.375,950,<10,>500
519,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1ef928130e300119eb7b0,3.0555555555555554,913,<10,>500
520,633aa74a4005b877d2117bf4,6336df8573816f6153ba0322,64d1f0298130e300119eb816,1.9444444444444444,965,<10,>500
521,633ac3e6f502b233052bd11f,633acddfc6ea6e4c7bdcd792,63981aea4081bb1ef0aa5964,58.0,138,50-75,100-200
522,633ac3e6f502b233052bd11f,633acddfc6ea6e4c7bdcd792,6544b2092bcdd7001b8c275b,16.846153846153847,462,10-25,400-500
523,633ac3e6f502b233052bd11f,633acddfc6ea6e4c7bdcd792,6544b250e07e600011937719,16.75,466,10-25,400-500
524,633ac3e6f502b233052bd11f,633ad1e3393e6c7a3e3d82ad,646e15e20ecce00017753b5e,22.055555555555557,360,10-25,300-400
525,633ac3e6f502b233052bd11f,633ad1e3393e6c7a3e3d82ad,646e15e20ecce00017753b9c,27.526315789473685,285,25-50,200-300
526,63469408bcf1a078aa63687c,6346b2651b3f3d42ec4f7eb5,6437988168bce9001bb1576e,6.75,714,<10,>500
527,63469408bcf1a078aa63687c,6346b2651b3f3d42ec4f7eb5,6437988368bce9001bb15835,4.2631578947368425,840,<10,>500
528,63469408bcf1a078aa63687c,6346b2651b3f3d42ec4f7eb5,6527f3aa8ce182001a0db180,6.842105263157895,709,<10,>500
529,6365fad672c55c14f8ea59df,63660216af753a3462107eb6,64fc0ce354bd25001711ce65,13.526315789473685,522,10-25,>500
530,6365fad672c55c14f8ea59df,63660216af753a3462107eb6,6523a105b8b774001b6fa847,43.89473684210526,180,25-50,100-200
531,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,64520b5d903ab40017049ec1,29.05,259,25-50,200-300
532,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,64520b5d903ab40017049ec4,26.789473684210527,296,25-50,200-300
533,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,64520b5d903ab40017049ed2,26.157894736842106,305,25-50,300-400
534,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,64520b5d903ab40017049edf,30.444444444444443,249,25-50,200-300
535,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,64520b5d903ab40017049ef9,22.27777777777778,355,10-25,300-400
536,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,64520b5e903ab40017049f13,30.31578947368421,251,25-50,200-300
537,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,6524f5591b53d8001acdef21,7.15,697,<10,>500
538,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,6524f5e450b7a500176d6f0c,4.444444444444445,829,<10,>500
539,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,652535cbd31d34001bb3fc68,3.4210526315789473,894,<10,>500
540,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,6525360e463414001a65fbe5,11.15,574,10-25,>500
541,6368b12ed2915c10f4b68571,6368c5a4375cd9258e64caef,6525384dd31d34001bb3fc71,5.277777777777778,788,<10,>500
542,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a8903ab400170498e7,4.0,863,<10,>500
543,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a9903ab400170498e9,18.55,429,10-25,400-500
544,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a9903ab400170498f1,4.65,820,<10,>500
545,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a9903ab400170498f3,4.882352941176471,809,<10,>500
546,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a9903ab400170498fd,9.352941176470589,631,<10,>500
547,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a9903ab40017049903,5.35,781,<10,>500
548,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a9903ab40017049915,8.85,643,<10,>500
549,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,6450c9a9903ab40017049917,6.0,745,<10,>500
550,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,659d1b8a649b99001be1360f,11.0,578,10-25,>500
551,6368b12ed2915c10f4b68571,6368c9818bdd5d7186dec66c,659d1d7648413f001bfbaa38,7.2,695,<10,>500
552,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,65327365bd2aad001b088c24,51.45,153,50-75,100-200
553,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,6532740d5e6a05001b16016a,18.545454545454547,430,10-25,400-500
554,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,653275460cd96600170f713a,19.153846153846153,418,10-25,400-500
555,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,653275dc0628db00178818da,21.0,381,10-25,300-400
556,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,6532780ac250d1001b603478,18.0,443,10-25,400-500
557,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,65327a31406500001bbbdbfe,26.2,303,25-50,300-400
558,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,65327c7b5e6a05001b160170,18.666666666666668,427,10-25,400-500
559,636b5432f58c726d86373232,636b5a3638130e6fd88a2ba3,65327cb2c250d1001b60347d,10.133333333333333,612,10-25,>500
560,63787a9e7c7d392939c21787,63789bf986bd357d59925933,639ea0958cd98b559f387e51,23.0,347,10-25,300-400
561,63787a9e7c7d392939c21787,63789bf986bd357d59925933,64c75b7cf62672001b21dc2d,19.941176470588236,406,10-25,400-500
562,63787a9e7c7d392939c21787,63789bf986bd357d59925933,65ae4775e341a6001c313931,4.166666666666667,850,<10,>500
563,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,647b1152b733e9001b501957,108.0,46,>100,1-100
564,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,647b1153b733e9001b501958,84.33333333333333,77,75-100,1-100
565,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,647b1153b733e9001b501965,103.0,53,>100,1-100
566,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,647b1153b733e9001b5019a0,195.53333333333333,14,>100,1-100
567,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,647b1153b733e9001b5019b2,95.0,59,75-100,1-100
568,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,647b1153b733e9001b5019c3,277.5,9,>100,1-100
569,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,65af8ac99b47db001741212d,14.0,510,10-25,>500
570,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,65b0f08414f6e2001ce303e2,81.5,82,75-100,1-100
571,63787a9e7c7d392939c21787,6476ed124535460018ab5ff2,65ba4e7d4314c6001b4223dc,10.5,598,10-25,>500
572,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,647b154c9a68800017331495,308.0,7,>100,1-100
573,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,647b154c9a68800017331496,178.5,16,>100,1-100
574,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,647b154c9a6880001733149a,59.333333333333336,133,50-75,100-200
575,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,647b154c9a6880001733149c,82.5,79,75-100,1-100
576,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,647b154c9a688000173314a6,139.57142857142858,25,>100,1-100
577,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,647b154c9a688000173314ca,329.0,5,>100,1-100
578,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,647b154c9a688000173314ce,92.0,60,75-100,1-100
579,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,65af8c418d7d8f001be02d86,16.142857142857142,473,10-25,400-500
580,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,65c3440aa81c2b001b4b0918,25.0,321,25-50,300-400
581,63787a9e7c7d392939c21787,6476fa8c4535460018ab604e,65c51304a81c2b001b4b26bf,142.0,24,>100,1-100
582,63787a9e7c7d392939c21787,64774028fadc0e0017183814,647b118cb733e9001b501bcb,144.77777777777777,23,>100,1-100
583,63787a9e7c7d392939c21787,64775304fadc0e001718384c,647b19619a688000173315f9,66.08333333333333,118,50-75,100-200
584,63787a9e7c7d392939c21787,64775304fadc0e001718384c,647b19619a68800017331605,129.0,28,>100,1-100
585,63787a9e7c7d392939c21787,64775304fadc0e001718384c,65ae45dd627fc0001b490243,19.0,421,10-25,400-500
586,63870a3434186507f935037a,6385bb7e8100701a4e03aa4b,646b1ec4e5f53c001b037d4f,5.5,768,<10,>500
587,63870a3434186507f935037a,6385bb7e8100701a4e03aa4b,646b1ec4e5f53c001b037d50,18.77777777777778,423,10-25,400-500
588,63870a3434186507f935037a,6385bb7e8100701a4e03aa4b,646b1ec5e5f53c001b037d71,9.625,625,<10,>500
589,63870a3434186507f935037a,6385bb7e8100701a4e03aa4b,646b1ec5e5f53c001b037d87,20.866666666666667,387,10-25,300-400
590,63870a3434186507f935037a,6385bb7e8100701a4e03aa4b,646b1ec5e5f53c001b037dbd,10.947368421052632,581,10-25,>500
591,63870a3434186507f935037a,6385c731832fb5102152617a,63872977326b803cf2a00b7c,53.6,148,50-75,100-200
592,63870a3434186507f935037a,6385c731832fb5102152617a,63872fdfa326cf0e244f9adc,103.73684210526316,52,>100,1-100
593,63870a3434186507f935037a,6385c731832fb5102152617a,638730ef118485362985fb4a,20.944444444444443,384,10-25,300-400
594,63870a3434186507f935037a,6385c731832fb5102152617a,638732187d7bab2e6efd8b6c,50.388888888888886,157,50-75,100-200
595,63944549a2229f272c025695,63a295e9ad58e713c0513b18,6596c1feb978b6001cdc630c,3.8666666666666667,870,<10,>500
596,63944549a2229f272c025695,6437862268bce9001bb15657,64a8181875d800001b1ac1b3,3.2857142857142856,901,<10,>500
597,639843d38cd98b559f384047,659e2868ac85f5001be4c94c,659e3bd49ce12e0017a2f3f3,2.1666666666666665,961,<10,>500
598,63ae6a145b5e91598c449128,63ae6fa4e9e1ef02441aedaa,63ce351e010e6200178ed99a,21.0,381,10-25,300-400
599,63ae6a145b5e91598c449128,63ae6fa4e9e1ef02441aedaa,647d9692b733e9001b5028c6,62.7,125,50-75,100-200
600,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb1070ac99d00017770bc4,10.666666666666666,591,10-25,>500
601,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb11041eae49001bfd753f,5.5,768,<10,>500
602,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb114f2467aa001b26926f,47.0,169,25-50,100-200
603,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb11974314c6001b422418,21.166666666666668,375,10-25,300-400
604,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb11fdf0aef70017a24f84,18.666666666666668,427,10-25,400-500
605,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb128b9ac3df001b5380d7,48.333333333333336,164,25-50,100-200
606,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb12eb4314c6001b42241b,5.2,793,<10,>500
607,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb135e2467aa001b269272,4.2,845,<10,>500
608,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb13b273628f001b0fc78f,10.166666666666666,608,10-25,>500
609,63ae6a145b5e91598c449128,65ba29b78a573b001bbf7fe8,65bb14124314c6001b42241e,9.833333333333334,620,<10,>500
610,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e3e,97.0,57,75-100,1-100
611,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e41,49.0,162,25-50,100-200
612,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e42,85.33333333333333,76,75-100,1-100
613,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e48,104.0,51,>100,1-100
614,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e4d,119.0,33,>100,1-100
615,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e51,105.5,49,>100,1-100
616,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e55,119.66666666666667,31,>100,1-100
617,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e58,161.0,20,>100,1-100
618,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e5e,102.0,54,>100,1-100
619,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e5f,112.66666666666667,41,>100,1-100
620,63b3e0a104ec4a469372c375,63c26054840eff001b497b06,659e3fe204979b001bbb5e60,92.0,60,75-100,1-100
621,63b3e0a104ec4a469372c375,6548f9222bcdd7001b8c2a2c,659e40989ce12e0017a2f42f,53.5,149,50-75,100-200
622,63b3e0a104ec4a469372c375,6548f9222bcdd7001b8c2a2c,659e40989ce12e0017a2f436,50.75,156,50-75,100-200
623,63b3e0a104ec4a469372c375,6548f9222bcdd7001b8c2a2c,659e40989ce12e0017a2f439,67.0,113,50-75,100-200
624,63b3e0a104ec4a469372c375,6548f9222bcdd7001b8c2a2c,659e40989ce12e0017a2f43a,59.0,134,50-75,100-200
625,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a00,297.75,8,>100,1-100
626,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a05,59.75,131,50-75,100-200
627,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a06,358.6666666666667,4,>100,1-100
628,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a07,216.0,13,>100,1-100
629,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a08,517.6666666666666,1,>100,1-100
630,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a0a,58.25,137,50-75,100-200
631,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a0f,422.0,3,>100,1-100
632,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a12,72.0,100,50-75,1-100
633,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a17,68.5,107,50-75,100-200
634,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a1a,177.5,17,>100,1-100
635,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a1d,447.75,2,>100,1-100
636,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,649fbf3a061c49001bb67a22,58.75,136,50-75,100-200
637,63c1178d2381e7001bf38f10,63c3cd051a491b0017062b2b,65844703c8adce00170d41c4,67.0,113,50-75,100-200
638,63c6330732e68a001bf818e9,63c64a4532e68a001bf81950,64187c0e000683001750ede8,30.470588235294116,248,25-50,200-300
