foodcourt,restaurant,restaurantmenuitem,accuracy_deepar_multi,accuracy_deepar_uni
6059dc59b6dfef46f7242122,60619862521d242d91839eb7,64bcb33f78eb5500179c979a,0.882186487,0.687763277
6059dc59b6dfef46f7242122,60619862521d242d91839eb7,64bcb33f78eb5500179c979d,0.88172689,0.857142857
6059dc59b6dfef46f7242122,60619862521d242d91839eb7,64bcb33f78eb5500179c97a0,0.881673882,0.917902161
6059dc59b6dfef46f7242122,60619862521d242d91839eb7,64d616c933c4d400173647ac,0.880952381,0.714285714
6059dca8b6dfef46f7242125,606197ff5518941d454cbbe1,64bcb35678eb5500179c9817,0.880792412,0.85123253
6059dca8b6dfef46f7242125,606197ff5518941d454cbbe1,64bcb35678eb5500179c981d,0.880401003,0.710754009
6059dca8b6dfef46f7242125,606197ff5518941d454cbbe1,64bcb35678eb5500179c9833,0.880272109,0.713293651
6059dca8b6dfef46f7242125,606197ff5518941d454cbbe1,64bcb35678eb5500179c9840,0.880200568,0.944377751
6059dca8b6dfef46f7242125,606197ff5518941d454cbbe1,64bcb35678eb5500179c9845,0.880070547,0.285714286
6059dca8b6dfef46f7242125,606197ff5518941d454cbbe1,64bcb35778eb5500179c988c,0.880066014,0.744897959
6059dca8b6dfef46f7242125,606197ff5518941d454cbbe1,64bcb35778eb5500179c988d,0.879692822,0.833333333
6059dd1976d435554d8d7e43,624a93676801282472b2eebd,64bcb36f67e5c4001783a998,0.877633478,0.883229096
6059dd1976d435554d8d7e43,624a93676801282472b2eebd,64bcb36f67e5c4001783a9a3,0.877416424,0.534453782
6059dd1976d435554d8d7e43,624a93676801282472b2eebd,64bcb36f67e5c4001783a9a6,0.877201245,0.557865818
6059dd1976d435554d8d7e43,624a93676801282472b2eebd,64bcb36f67e5c4001783a9b3,0.875695733,0.624716553
6059dd1976d435554d8d7e43,624a93676801282472b2eebd,64bcb36f67e5c4001783a9cd,0.875628632,0.677603099
60f172e2d1b6e328e744cf65,622f1643edb3c44fb67cca33,64f2fd8f9d34a3001730c007,0.873915558,0.72083149
60f172e2d1b6e328e744cf65,622f1643edb3c44fb67cca33,64f2fd8f9d34a3001730c00a,0.873323649,0.714285714
60f172e2d1b6e328e744cf65,622f1643edb3c44fb67cca33,64f2fd8f9d34a3001730c013,0.873015873,0.907873761
60f172e2d1b6e328e744cf65,622f1643edb3c44fb67cca33,64f2fd8f9d34a3001730c01e,0.872624332,0.737445887
60f172e2d1b6e328e744cf65,64c87bc1ec6f6f001b6d7ba7,64f301124c59cf001197464f,0.872515528,0.827711535
60f172e2d1b6e328e744cf65,64c87bc1ec6f6f001b6d7ba7,64f301124c59cf0011974650,0.871870794,0.547619048
60f172e2d1b6e328e744cf65,64c87bc1ec6f6f001b6d7ba7,64f301124c59cf0011974651,0.871103617,0.766223156
60f172e2d1b6e328e744cf65,64c87bc1ec6f6f001b6d7ba7,6502e58c4965a6001be6ce0c,0.870536649,0.587301587
60f172e2d1b6e328e744cf65,64c87bc1ec6f6f001b6d7ba7,6502e58c4965a6001be6ce0e,0.869740891,0.622294372
60f172e2d1b6e328e744cf65,64c87bc1ec6f6f001b6d7ba7,6502e58c4965a6001be6ce11,0.868464052,0.576682494
61529bb6364f2332c0fe8b1c,6242ed358e490f761b61c245,64f2fe344c59cf00119743f9,0.867690029,0.74829932
61529bb6364f2332c0fe8b1c,6242ed358e490f761b61c245,64f2fe344c59cf0011974405,0.866923693,0.87444688
61529bb6364f2332c0fe8b1c,6242ed358e490f761b61c245,64f2fe344c59cf0011974412,0.866788767,0.691316527
61529bb6364f2332c0fe8b1c,64c8816f5225bf001bbfb753,64f301b166de2f0017e4beea,0.862949346,0.653061224
61529bb6364f2332c0fe8b1c,64c8816f5225bf001bbfb753,64f301b166de2f0017e4beeb,0.861318797,0.742857143
61529bb6364f2332c0fe8b1c,64c8816f5225bf001bbfb753,64f301b166de2f0017e4beec,0.860504202,0.881805565
61529bb6364f2332c0fe8b1c,64c8816f5225bf001bbfb753,6502e895d149db001b1f529b,0.859328107,0.697551456
61529bb6364f2332c0fe8b1c,64c8816f5225bf001bbfb753,6502e895d149db001b1f529d,0.858874459,0.732135015
61529bb6364f2332c0fe8b1c,64c8816f5225bf001bbfb753,6502e895d149db001b1f529e,0.858607314,0.428571429
618607cac665f41f98e72227,61866983cbd33c2fa05aa2bb,64158091c6ab30001bd338c8,0.858585859,0.620634921
618607cac665f41f98e72227,61866983cbd33c2fa05aa2bb,64158091c6ab30001bd338e4,0.857526106,0.838466296
618607cac665f41f98e72227,61866983cbd33c2fa05aa2bb,64158091c6ab30001bd338f8,0.857299691,0.785714286
618607cac665f41f98e72227,61866983cbd33c2fa05aa2bb,64158091c6ab30001bd3390b,0.857142857,0.603174603
618607cac665f41f98e72227,638458e1915f54780b60c644,657c6c48aa5e7f001b51cc77,0.857142857,0.86031746
61860849afbe0942bbd4ce18,61867189cbd33c2fa05aa2ee,657d28e7fe9d76001b79de4d,0.857142857,0.808191808
61860849afbe0942bbd4ce18,6384556fcaacf67dd999ee02,647d7b319a688000173320be,0.857142857,0.436507937
61860849afbe0942bbd4ce18,6384556fcaacf67dd999ee02,647d7b319a688000173320db,0.857142857,0.451247166
61860f8c2d415a4a5c52e822,6242eae58e490f761b61c1f1,64f2fef676868b00110d2e4a,0.857142857,0.794642857
61860f8c2d415a4a5c52e822,6242eae58e490f761b61c1f1,64f2fef676868b00110d2e53,0.857142857,0.913186813
61860f8c2d415a4a5c52e822,6242eae58e490f761b61c1f1,64f2fef676868b00110d2e5d,0.857142857,0.824110413
61860f8c2d415a4a5c52e822,64c87aba9b654a001b612eef,64f3016776868b00110d2eee,0.857142857,0.795815296
61860f8c2d415a4a5c52e822,64c87aba9b654a001b612eef,64f3016776868b00110d2ef1,0.857142857,0.742857143
61860f8c2d415a4a5c52e822,64c87aba9b654a001b612eef,64f3016776868b00110d2ef7,0.857142857,0.380952381
61860f8c2d415a4a5c52e822,64c87aba9b654a001b612eef,6502e99b6ce312001b5e188c,0.857142857,0.907064364
61860f8c2d415a4a5c52e822,64c87aba9b654a001b612eef,6502e99b6ce312001b5e1893,0.857142857,0.452380952
61860f8c2d415a4a5c52e822,64c87aba9b654a001b612eef,6502e9b58faeb9001bbc3e82,0.857142857,0.633333333
61862d3cc680d0688d9d3139,61a6181a15bc1b50911379b8,64f304cf9d34a3001730c13e,0.857142857,0.75242674
61862d3cc680d0688d9d3139,61a6181a15bc1b50911379b8,64f304d09d34a3001730c147,0.857142857,0.714285714
61862d3cc680d0688d9d3139,61a6181a15bc1b50911379b8,64f304d09d34a3001730c14e,0.857142857,0.928165623
61862d3cc680d0688d9d3139,61a6181a15bc1b50911379b8,64f304d09d34a3001730c155,0.857142857,0.517857143
61862d3cc680d0688d9d3139,6281eb08e5062e7fdd61a628,64f2f1ca76868b00110d2acb,0.857142857,0.669047619
61862d3cc680d0688d9d3139,6281eb08e5062e7fdd61a628,64f2f1ca76868b00110d2acc,0.857142857,0.638570097
61862d3cc680d0688d9d3139,6281eb08e5062e7fdd61a628,64f2f1ca76868b00110d2af3,0.857142857,0.704864976
61862d3cc680d0688d9d3139,6281eb08e5062e7fdd61a628,64f2f1ca76868b00110d2bc7,0.857142857,0.285714286
61862d3cc680d0688d9d3139,647edb7b42050e001bbab8ab,6577e4b2a788f1001baf4036,0.857142857,0.857142857
618d0666c770501898e3d95f,618d0ec4f67b4d1950cb8c44,64f42ad766de2f0017e4bf25,0.857142857,0.826016239
618d0666c770501898e3d95f,618d0ec4f67b4d1950cb8c44,64f42ad766de2f0017e4bf28,0.857142857,0.285714286
618d0666c770501898e3d95f,618d0ec4f67b4d1950cb8c44,64f42ad766de2f0017e4bf35,0.857142857,0.737068161
618d0666c770501898e3d95f,618d0ec4f67b4d1950cb8c44,64f42ad766de2f0017e4bf3d,0.857142857,0.285714286
618d0666c770501898e3d95f,618d0ec4f67b4d1950cb8c44,64f42ad866de2f0017e4bf67,0.857142857,0.710346258
618d0666c770501898e3d95f,618d0ec4f67b4d1950cb8c44,64f42ad866de2f0017e4bf69,0.857142857,0.61467699
618d0666c770501898e3d95f,618d0ec4f67b4d1950cb8c44,64f42ad866de2f0017e4bf6b,0.857142857,0.302197802
618d0666c770501898e3d95f,618d0ec4f67b4d1950cb8c44,64f57fc070405f001b1892c4,0.857142857,0.6429155
618d0666c770501898e3d95f,618d0ec4f67b4d1950cb8c44,64f57fc070405f001b1892c5,0.857142857,0.769413919
618d0666c770501898e3d95f,618d0ec4f67b4d1950cb8c44,64f57fc070405f001b1892c6,0.857142857,0.609833024
618d0666c770501898e3d95f,618d0ec4f67b4d1950cb8c44,64f57fc070405f001b1892c8,0.857142857,0.591836735
618d0666c770501898e3d95f,618d0ec4f67b4d1950cb8c44,64f57fc070405f001b1892c9,0.857142857,0.683319769
618d0666c770501898e3d95f,618d0ec4f67b4d1950cb8c44,65b8ddfb4a13070017386fdf,0.857142857,0.688311688
618d0666c770501898e3d95f,618d0ec4f67b4d1950cb8c44,65bc8fea4314c6001b422694,0.857142857,0.90221302
618d0666c770501898e3d95f,628b5b1079667f4990ea1c6b,64f42b6066de2f0017e4c19d,0.857142857,0.758523119
618d0666c770501898e3d95f,628b5b1079667f4990ea1c6b,64f42b6066de2f0017e4c1a5,0.857142857,0.634615385
618d0666c770501898e3d95f,628b5b1079667f4990ea1c6b,64f42b6066de2f0017e4c1ab,0.857142857,0.428571429
618d0666c770501898e3d95f,628b5b1079667f4990ea1c6b,64f42b6166de2f0017e4c1c6,0.857142857,0.461442336
618d0666c770501898e3d95f,628b5b1079667f4990ea1c6b,64f42b6166de2f0017e4c1c9,0.857142857,0.579220779
618d0666c770501898e3d95f,628b5b1079667f4990ea1c6b,64f57e2f898268001bed3f3b,0.857142857,0.664935065
618d0666c770501898e3d95f,628b5b1079667f4990ea1c6b,64f57e2f898268001bed3f3c,0.857142857,0.647959184
618d0666c770501898e3d95f,628b5b1079667f4990ea1c6b,64f57e2f898268001bed3f3d,0.857142857,0.671428571
618d0666c770501898e3d95f,628b5b1079667f4990ea1c6b,64f57e2f898268001bed3f3f,0.857142857,0.633333333
618d0666c770501898e3d95f,628b5b1079667f4990ea1c6b,64f57e2f898268001bed3f40,0.857142857,0.773129252
618d0666c770501898e3d95f,628b5b1079667f4990ea1c6b,64f588f166de2f0017e4c887,0.857142857,0.704277822
618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606a74a5cf0011c5d8e3,0.857142857,0.733333333
618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606a74a5cf0011c5d8e4,0.857142857,0.574836601
618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d8ed,0.857142857,0.664285714
618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d8ee,0.857142857,0.488095238
618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d8fa,0.857142857,0.446428571
618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d8fb,0.857142857,0.765306122
618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d901,0.857142857,0.668331333
618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d906,0.857142857,0.476190476
618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d90c,0.857142857,0.775423938
618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d913,0.857142857,0.818367347
61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015627,0.857142857,0.607575758
61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015634,0.857142857,0.699356044
61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015659,0.857142857,0.285714286
61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b01569a,0.857142857,0.501008772
61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817a,0.857142857,0.714285714
61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817b,0.857142857,0.754906391
61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c9045b382001b1481b1,0.857142857,0.794682078
61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a638364d88001b2b5128,0.857142857,0.285714286
61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a6654a13070017386ed8,0.853174603,0.412698413
61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03de,0.853148203,0.696290637
61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03df,0.853004535,0.799420024
61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e0,0.852437702,0.862786869
61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e1,0.851162999,0.661904762
61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e2,0.851133787,0.826501035
61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e8,0.849436082,0.830583364
61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f0415,0.848067342,0.793650794
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df2504,0.846665515,0.895604396
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df251a,0.846381705,0.807854194
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df2522,0.845882979,0.538961039
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df252a,0.845310876,0.938722885
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f3a0b0bed60017df2531,0.845027725,0.857142857
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f3a0b0bed60017df2533,0.844992956,0.672000514
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f3a0b0bed60017df2539,0.842006803,0.714285714
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f3a0b0bed60017df2572,0.840909091,0.857142857
61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f3a0b0bed60017df257b,0.840526141,0.714285714
61e39f4b2acc405ba5c12202,6281f1916d5a3f5e1dbdacc6,64f303bab0bed60017df2942,0.840136054,0.75
61e39f4b2acc405ba5c12202,647f1644918a55001b5b078e,649bf4cfc81c800017972b25,0.839734075,0.857142857
61e39f4b2acc405ba5c12202,64d320aeccff09001c48b8d4,64d3224c30769e001b1c4adb,0.839285714,0.857142857
61e39f4b2acc405ba5c12202,64d320aeccff09001c48b8d4,64d3229d30769e001b1c4ae3,0.83877551,0.714285714
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da33,0.837219485,0.776413451
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da34,0.837212193,0.457142857
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da3a,0.836843712,0.795176832
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da3c,0.836734694,0.827056277
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da4e,0.83660189,0.949134742
620c8839d1702023497f3e64,6288c6562b660f3fe1b522bd,64c750daf62672001b21da5f,0.834060838,0.714285714
