,foodcourt,restaurant,restaurantmenuitem,date,actual,forecast_xgb_norm,accuracy_xgb_norm,forecast_xgb_lag,accuracy_xgb_lag,forecast_x,accuracy_prophet,forecast_y,accuracy_prophet_multi,forecast_rf_lag,accuracy_rf_lag,accuracy_lr,forecast_lr,accuracy_xgb_multi,forecast_xgb_multi,forecast_rf_multi,accuracy_rf_multi
25,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f1e,2024-02-16,0.0,10.0,0.2857142857142857,21.0,0.2857142857142857,12,0.2857142857142857,19,0.2857142857142857,14.0,0.2857142857142857,0.4285714285714286,30,0.0,10,3.0,0.4285714285714286
26,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f1e,2024-02-17,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0,0.2857142857142857,0,0.2857142857142857,0.0,0.2857142857142857,0.4285714285714286,47,0.0,10,0.0,0.4285714285714286
27,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f1e,2024-02-18,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0,0.2857142857142857,0,0.2857142857142857,0.0,0.2857142857142857,0.4285714285714286,52,0.0,10,0.0,0.4285714285714286
28,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f21,2024-02-12,0.0,54.0,0.2857142857142857,81.0,0.2857142857142857,70,0.2857142857142857,114,0.2857142857142857,53.0,0.2857142857142857,0.0,132,0.7142857142857143,0,94.0,0.2857142857142857
29,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f21,2024-02-13,0.0,51.0,0.2857142857142857,76.0,0.2857142857142857,66,0.2857142857142857,110,0.2857142857142857,66.0,0.2857142857142857,0.0,209,0.7142857142857143,0,91.0,0.2857142857142857
30,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f21,2024-02-14,0.0,14.0,0.2857142857142857,15.0,0.2857142857142857,29,0.2857142857142857,62,0.2857142857142857,12.0,0.2857142857142857,0.0,278,0.7142857142857143,0,33.0,0.2857142857142857
31,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f21,2024-02-15,0.0,21.0,0.2857142857142857,42.0,0.2857142857142857,37,0.2857142857142857,71,0.2857142857142857,31.0,0.2857142857142857,0.0,313,0.7142857142857143,0,21.0,0.2857142857142857
32,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f21,2024-02-16,0.0,81.0,0.2857142857142857,162.0,0.2857142857142857,97,0.2857142857142857,149,0.2857142857142857,115.0,0.2857142857142857,0.0,355,0.7142857142857143,0,22.0,0.2857142857142857
33,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f21,2024-02-17,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0,0.2857142857142857,0,0.2857142857142857,0.0,0.2857142857142857,0.0,405,0.7142857142857143,15,0.0,0.2857142857142857
34,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f21,2024-02-18,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,0,0.2857142857142857,0,0.2857142857142857,0.0,0.2857142857142857,0.0,449,0.7142857142857143,99,0.0,0.2857142857142857
35,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b16,2024-02-12,0.0,3.0,0.7142857142857143,5.0,0.7142857142857143,5,0.2857142857142857,6,0.2857142857142857,4.0,0.7142857142857143,0.5714285714285714,2,1.0,0,1.0,0.8571428571428572
36,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b16,2024-02-13,0.0,0.0,0.7142857142857143,0.0,0.7142857142857143,1,0.2857142857142857,1,0.2857142857142857,0.0,0.7142857142857143,0.5714285714285714,1,1.0,0,0.0,0.8571428571428572
37,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b16,2024-02-14,0.0,2.0,0.7142857142857143,3.0,0.7142857142857143,3,0.2857142857142857,5,0.2857142857142857,3.0,0.7142857142857143,0.5714285714285714,1,1.0,0,0.0,0.8571428571428572
38,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b16,2024-02-15,0.0,0.0,0.7142857142857143,0.0,0.7142857142857143,1,0.2857142857142857,1,0.2857142857142857,0.0,0.7142857142857143,0.5714285714285714,0,1.0,0,0.0,0.8571428571428572
39,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b16,2024-02-16,0.0,0.0,0.7142857142857143,0.0,0.7142857142857143,1,0.2857142857142857,1,0.2857142857142857,0.0,0.7142857142857143,0.5714285714285714,0,1.0,0,0.0,0.8571428571428572
40,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b16,2024-02-17,0.0,0.0,0.7142857142857143,0.0,0.7142857142857143,0,0.2857142857142857,0,0.2857142857142857,0.0,0.7142857142857143,0.5714285714285714,0,1.0,0,0.0,0.8571428571428572
41,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b16,2024-02-18,0.0,0.0,0.7142857142857143,0.0,0.7142857142857143,0,0.2857142857142857,0,0.2857142857142857,0.0,0.7142857142857143,0.5714285714285714,0,1.0,0,0.0,0.8571428571428572
42,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-12,0.0,12.0,0.4285714285714286,11.0,0.4285714285714286,18,0.2857142857142857,19,0.2857142857142857,8.0,0.4285714285714286,0.4285714285714286,8,1.0,0,2.0,0.7142857142857143
43,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-13,0.0,13.0,0.4285714285714286,14.0,0.4285714285714286,19,0.2857142857142857,21,0.2857142857142857,11.0,0.4285714285714286,0.4285714285714286,5,1.0,0,1.0,0.7142857142857143
44,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-14,0.0,6.0,0.4285714285714286,9.0,0.4285714285714286,12,0.2857142857142857,13,0.2857142857142857,8.0,0.4285714285714286,0.4285714285714286,3,1.0,0,0.0,0.7142857142857143
45,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-15,0.0,7.0,0.4285714285714286,11.0,0.4285714285714286,13,0.2857142857142857,14,0.2857142857142857,11.0,0.4285714285714286,0.4285714285714286,1,1.0,0,0.0,0.7142857142857143
46,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-16,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,5,0.2857142857142857,6,0.2857142857142857,0.0,0.4285714285714286,0.4285714285714286,0,1.0,0,0.0,0.7142857142857143
47,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-17,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,0,0.2857142857142857,0,0.2857142857142857,0.0,0.4285714285714286,0.4285714285714286,0,1.0,0,0.0,0.7142857142857143
48,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-18,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,0,0.2857142857142857,0,0.2857142857142857,0.0,0.4285714285714286,0.4285714285714286,0,1.0,0,0.0,0.7142857142857143
49,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-12,0.0,15.0,0.4285714285714286,14.0,0.4285714285714286,23,0.2857142857142857,23,0.2857142857142857,12.0,0.4285714285714286,0.4285714285714286,11,1.0,0,2.0,0.7142857142857143
50,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-13,0.0,24.0,0.4285714285714286,26.0,0.4285714285714286,32,0.2857142857142857,32,0.2857142857142857,17.0,0.4285714285714286,0.4285714285714286,8,1.0,0,4.0,0.7142857142857143
51,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-14,0.0,7.0,0.4285714285714286,10.0,0.4285714285714286,15,0.2857142857142857,15,0.2857142857142857,6.0,0.4285714285714286,0.4285714285714286,4,1.0,0,0.0,0.7142857142857143
52,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-15,0.0,9.0,0.4285714285714286,14.0,0.4285714285714286,18,0.2857142857142857,18,0.2857142857142857,12.0,0.4285714285714286,0.4285714285714286,1,1.0,0,0.0,0.7142857142857143
53,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-16,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,8,0.2857142857142857,8,0.2857142857142857,0.0,0.4285714285714286,0.4285714285714286,0,1.0,0,0.0,0.7142857142857143
54,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-17,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,0,0.2857142857142857,0,0.2857142857142857,0.0,0.4285714285714286,0.4285714285714286,0,1.0,0,0.0,0.7142857142857143
55,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-18,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,0,0.2857142857142857,0,0.2857142857142857,0.0,0.4285714285714286,0.4285714285714286,0,1.0,0,0.0,0.7142857142857143
56,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-12,0.0,10.0,0.4285714285714286,10.0,0.4285714285714286,14,0.2857142857142857,14,0.2857142857142857,9.0,0.4285714285714286,0.4285714285714286,7,1.0,0,1.0,0.5714285714285714
57,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-13,0.0,13.0,0.4285714285714286,16.0,0.4285714285714286,18,0.2857142857142857,18,0.2857142857142857,12.0,0.4285714285714286,0.4285714285714286,5,1.0,0,1.0,0.5714285714285714
58,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-14,0.0,3.0,0.4285714285714286,5.0,0.4285714285714286,8,0.2857142857142857,8,0.2857142857142857,4.0,0.4285714285714286,0.4285714285714286,3,1.0,0,0.0,0.5714285714285714
59,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-15,0.0,5.0,0.4285714285714286,8.0,0.4285714285714286,10,0.2857142857142857,10,0.2857142857142857,7.0,0.4285714285714286,0.4285714285714286,1,1.0,0,1.0,0.5714285714285714
60,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-16,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,4,0.2857142857142857,4,0.2857142857142857,0.0,0.4285714285714286,0.4285714285714286,0,1.0,0,0.0,0.5714285714285714
61,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-17,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,0,0.2857142857142857,0,0.2857142857142857,0.0,0.4285714285714286,0.4285714285714286,0,1.0,0,0.0,0.5714285714285714
62,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-18,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,0,0.2857142857142857,0,0.2857142857142857,0.0,0.4285714285714286,0.4285714285714286,0,1.0,0,0.0,0.5714285714285714
63,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-12,0.0,0.0,0.8571428571428572,0.0,0.7142857142857143,1,0.2857142857142857,2,0.2857142857142857,0.0,0.7142857142857143,0.5714285714285714,1,0.8571428571428572,0,0.0,0.8571428571428572
64,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-13,0.0,0.0,0.8571428571428572,1.0,0.7142857142857143,2,0.2857142857142857,3,0.2857142857142857,1.0,0.7142857142857143,0.5714285714285714,1,0.8571428571428572,1,0.0,0.8571428571428572
65,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-14,0.0,5.0,0.8571428571428572,8.0,0.7142857142857143,7,0.2857142857142857,9,0.2857142857142857,6.0,0.7142857142857143,0.5714285714285714,1,0.8571428571428572,0,1.0,0.8571428571428572
66,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-15,0.0,0.0,0.8571428571428572,0.0,0.7142857142857143,1,0.2857142857142857,2,0.2857142857142857,0.0,0.7142857142857143,0.5714285714285714,0,0.8571428571428572,0,0.0,0.8571428571428572
67,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-16,0.0,0.0,0.8571428571428572,0.0,0.7142857142857143,1,0.2857142857142857,2,0.2857142857142857,0.0,0.7142857142857143,0.5714285714285714,0,0.8571428571428572,0,0.0,0.8571428571428572
68,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-17,0.0,0.0,0.8571428571428572,0.0,0.7142857142857143,0,0.2857142857142857,0,0.2857142857142857,0.0,0.7142857142857143,0.5714285714285714,0,0.8571428571428572,0,0.0,0.8571428571428572
69,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-18,0.0,0.0,0.8571428571428572,0.0,0.7142857142857143,0,0.2857142857142857,0,0.2857142857142857,0.0,0.7142857142857143,0.5714285714285714,0,0.8571428571428572,0,0.0,0.8571428571428572
70,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-12,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,1,0.2857142857142857,2,0.2857142857142857,0.0,0.8571428571428572,0.5714285714285714,1,0.8571428571428572,0,0.0,0.8571428571428572
71,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-13,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,1,0.2857142857142857,2,0.2857142857142857,0.0,0.8571428571428572,0.5714285714285714,1,0.8571428571428572,0,0.0,0.8571428571428572
72,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-14,0.0,7.0,0.8571428571428572,11.0,0.8571428571428572,9,0.2857142857142857,12,0.2857142857142857,9.0,0.8571428571428572,0.5714285714285714,1,0.8571428571428572,8,3.0,0.8571428571428572
73,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-15,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,1,0.2857142857142857,2,0.2857142857142857,0.0,0.8571428571428572,0.5714285714285714,0,0.8571428571428572,0,0.0,0.8571428571428572
74,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-16,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,1,0.2857142857142857,2,0.2857142857142857,0.0,0.8571428571428572,0.5714285714285714,0,0.8571428571428572,0,0.0,0.8571428571428572
75,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-17,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,0,0.2857142857142857,0,0.2857142857142857,0.0,0.8571428571428572,0.5714285714285714,0,0.8571428571428572,0,0.0,0.8571428571428572
76,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-18,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,0,0.2857142857142857,0,0.2857142857142857,0.0,0.8571428571428572,0.5714285714285714,0,0.8571428571428572,0,0.0,0.8571428571428572
77,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-12,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,3,0.2857142857142857,5,0.2857142857142857,0.0,0.8571428571428572,0.4285714285714286,2,0.8571428571428572,0,0.0,0.8571428571428572
78,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-13,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,4,0.2857142857142857,5,0.2857142857142857,0.0,0.8571428571428572,0.4285714285714286,2,0.8571428571428572,1,0.0,0.8571428571428572
79,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-14,0.0,13.0,0.8571428571428572,20.0,0.8571428571428572,17,0.2857142857142857,22,0.2857142857142857,18.0,0.8571428571428572,0.4285714285714286,1,0.8571428571428572,0,4.0,0.8571428571428572
80,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-15,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,3,0.2857142857142857,5,0.2857142857142857,0.0,0.8571428571428572,0.4285714285714286,1,0.8571428571428572,0,0.0,0.8571428571428572
81,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-16,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,3,0.2857142857142857,5,0.2857142857142857,0.0,0.8571428571428572,0.4285714285714286,0,0.8571428571428572,0,0.0,0.8571428571428572
82,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-17,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,0,0.2857142857142857,0,0.2857142857142857,0.0,0.8571428571428572,0.4285714285714286,0,0.8571428571428572,0,0.0,0.8571428571428572
83,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-18,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,0,0.2857142857142857,0,0.2857142857142857,0.0,0.8571428571428572,0.4285714285714286,0,0.8571428571428572,0,0.0,0.8571428571428572
84,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-12,62.0,8.0,0.453672847412262,46.0,0.6706177194900187,38,0.7987859497306121,73,0.6867722068499671,62.0,0.9111730481956128,0.4149081933979052,28,0.4948836428778552,23,56.0,0.9116873410112888
85,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-13,79.0,9.0,0.453672847412262,101.0,0.6706177194900187,39,0.7987859497306121,84,0.6867722068499671,78.0,0.9111730481956128,0.4149081933979052,32,0.4948836428778552,24,68.0,0.9116873410112888
86,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-14,75.0,13.0,0.453672847412262,101.0,0.6706177194900187,43,0.7987859497306121,104,0.6867722068499671,79.0,0.9111730481956128,0.4149081933979052,37,0.4948836428778552,26,69.0,0.9116873410112888
