,foodcourt,restaurant,restaurantmenuitem,date,actual,forecast_xgb_norm,accuracy_xgb_norm,forecast_xgb_lag,accuracy_xgb_lag,forecast_x,accuracy_prophet,forecast_y,accuracy_prophet_multi,forecast_rf_lag,accuracy_rf_lag
48,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-18,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,0,0.2857142857142857,0,0.2857142857142857,0.0,0.4285714285714286
49,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-12,0.0,15.0,0.4285714285714286,14.0,0.4285714285714286,23,0.2857142857142857,23,0.2857142857142857,12.0,0.4285714285714286
50,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-13,0.0,24.0,0.4285714285714286,26.0,0.4285714285714286,32,0.2857142857142857,32,0.2857142857142857,20.0,0.4285714285714286
51,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-14,0.0,7.0,0.4285714285714286,10.0,0.4285714285714286,15,0.2857142857142857,15,0.2857142857142857,8.0,0.4285714285714286
52,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-15,0.0,9.0,0.4285714285714286,14.0,0.4285714285714286,18,0.2857142857142857,18,0.2857142857142857,12.0,0.4285714285714286
53,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-16,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,8,0.2857142857142857,8,0.2857142857142857,0.0,0.4285714285714286
54,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-17,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,0,0.2857142857142857,0,0.2857142857142857,0.0,0.4285714285714286
55,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-18,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,0,0.2857142857142857,0,0.2857142857142857,0.0,0.4285714285714286
56,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-12,0.0,10.0,0.4285714285714286,10.0,0.4285714285714286,14,0.2857142857142857,14,0.2857142857142857,7.0,0.4285714285714286
57,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-13,0.0,13.0,0.4285714285714286,16.0,0.4285714285714286,18,0.2857142857142857,18,0.2857142857142857,12.0,0.4285714285714286
58,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-14,0.0,3.0,0.4285714285714286,5.0,0.4285714285714286,8,0.2857142857142857,8,0.2857142857142857,3.0,0.4285714285714286
59,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-15,0.0,5.0,0.4285714285714286,8.0,0.4285714285714286,10,0.2857142857142857,10,0.2857142857142857,6.0,0.4285714285714286
60,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-16,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,4,0.2857142857142857,4,0.2857142857142857,0.0,0.4285714285714286
61,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-17,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,0,0.2857142857142857,0,0.2857142857142857,0.0,0.4285714285714286
62,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-18,0.0,0.0,0.4285714285714286,0.0,0.4285714285714286,0,0.2857142857142857,0,0.2857142857142857,0.0,0.4285714285714286
63,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-12,0.0,0.0,0.8571428571428572,0.0,0.7142857142857143,1,0.2857142857142857,2,0.2857142857142857,0.0,0.7142857142857143
64,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-13,0.0,0.0,0.8571428571428572,1.0,0.7142857142857143,2,0.2857142857142857,3,0.2857142857142857,1.0,0.7142857142857143
65,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-14,0.0,5.0,0.8571428571428572,8.0,0.7142857142857143,7,0.2857142857142857,9,0.2857142857142857,7.0,0.7142857142857143
66,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-15,0.0,0.0,0.8571428571428572,0.0,0.7142857142857143,1,0.2857142857142857,2,0.2857142857142857,0.0,0.7142857142857143
67,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-16,0.0,0.0,0.8571428571428572,0.0,0.7142857142857143,1,0.2857142857142857,2,0.2857142857142857,0.0,0.7142857142857143
68,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-17,0.0,0.0,0.8571428571428572,0.0,0.7142857142857143,0,0.2857142857142857,0,0.2857142857142857,0.0,0.7142857142857143
69,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-18,0.0,0.0,0.8571428571428572,0.0,0.7142857142857143,0,0.2857142857142857,0,0.2857142857142857,0.0,0.7142857142857143
70,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-12,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,1,0.2857142857142857,2,0.2857142857142857,0.0,0.8571428571428572
71,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-13,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,1,0.2857142857142857,2,0.2857142857142857,0.0,0.8571428571428572
72,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-14,0.0,7.0,0.8571428571428572,11.0,0.8571428571428572,9,0.2857142857142857,12,0.2857142857142857,8.0,0.8571428571428572
73,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-15,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,1,0.2857142857142857,2,0.2857142857142857,0.0,0.8571428571428572
74,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-16,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,1,0.2857142857142857,2,0.2857142857142857,0.0,0.8571428571428572
75,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-17,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,0,0.2857142857142857,0,0.2857142857142857,0.0,0.8571428571428572
76,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-18,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,0,0.2857142857142857,0,0.2857142857142857,0.0,0.8571428571428572
77,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-12,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,3,0.2857142857142857,5,0.2857142857142857,0.0,0.8571428571428572
78,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-13,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,4,0.2857142857142857,5,0.2857142857142857,0.0,0.8571428571428572
79,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-14,0.0,13.0,0.8571428571428572,20.0,0.8571428571428572,17,0.2857142857142857,22,0.2857142857142857,19.0,0.8571428571428572
80,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-15,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,3,0.2857142857142857,5,0.2857142857142857,0.0,0.8571428571428572
81,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-16,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,3,0.2857142857142857,5,0.2857142857142857,0.0,0.8571428571428572
82,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-17,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,0,0.2857142857142857,0,0.2857142857142857,0.0,0.8571428571428572
83,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-18,0.0,0.0,0.8571428571428572,0.0,0.8571428571428572,0,0.2857142857142857,0,0.2857142857142857,0.0,0.8571428571428572
84,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-12,62.0,8.0,0.453672847412262,46.0,0.6706177194900187,38,0.7987859497306121,73,0.6867722068499671,63.0,0.8990966440013967
85,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-13,79.0,9.0,0.453672847412262,101.0,0.6706177194900187,39,0.7987859497306121,84,0.6867722068499671,80.0,0.8990966440013967
86,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-14,75.0,13.0,0.453672847412262,101.0,0.6706177194900187,43,0.7987859497306121,104,0.6867722068499671,80.0,0.8990966440013967
87,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-15,60.0,26.0,0.453672847412262,101.0,0.6706177194900187,56,0.7987859497306121,129,0.6867722068499671,81.0,0.8990966440013967
88,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-16,46.0,15.0,0.453672847412262,12.0,0.6706177194900187,45,0.7987859497306121,72,0.6867722068499671,58.0,0.8990966440013967
89,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-17,0.0,0.0,0.453672847412262,0.0,0.6706177194900187,0,0.7987859497306121,0,0.6867722068499671,0.0,0.8990966440013967
90,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-18,0.0,0.0,0.453672847412262,0.0,0.6706177194900187,0,0.7987859497306121,0,0.6867722068499671,0.0,0.8990966440013967
91,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-12,38.0,4.0,0.4385815679520112,5.0,0.702674138441261,23,0.7538323958418685,45,0.6075261460020122,53.0,0.8386841725141976
92,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-13,38.0,6.0,0.4385815679520112,57.0,0.702674138441261,25,0.7538323958418685,60,0.6075261460020122,53.0,0.8386841725141976
93,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-14,43.0,7.0,0.4385815679520112,57.0,0.702674138441261,26,0.7538323958418685,66,0.6075261460020122,52.0,0.8386841725141976
94,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-15,46.0,16.0,0.4385815679520112,57.0,0.702674138441261,35,0.7538323958418685,82,0.6075261460020122,52.0,0.8386841725141976
95,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-16,54.0,16.0,0.4385815679520112,62.0,0.702674138441261,35,0.7538323958418685,90,0.6075261460020122,54.0,0.8386841725141976
96,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-17,0.0,0.0,0.4385815679520112,0.0,0.702674138441261,0,0.7538323958418685,0,0.6075261460020122,0.0,0.8386841725141976
97,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-18,0.0,0.0,0.4385815679520112,0.0,0.702674138441261,0,0.7538323958418685,0,0.6075261460020122,0.0,0.8386841725141976
98,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-12,31.0,7.0,0.46214302663105633,30.0,0.6949520169987743,26,0.8488959181889383,33,0.9395002952662838,22.0,0.7972510798182373
99,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-13,42.0,12.0,0.46214302663105633,30.0,0.6949520169987743,31,0.8488959181889383,43,0.9395002952662838,27.0,0.7972510798182373
100,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-14,28.0,4.0,0.46214302663105633,5.0,0.6949520169987743,23,0.8488959181889383,27,0.9395002952662838,25.0,0.7972510798182373
101,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-15,36.0,13.0,0.46214302663105633,30.0,0.6949520169987743,31,0.8488959181889383,34,0.9395002952662838,27.0,0.7972510798182373
102,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-16,41.0,9.0,0.46214302663105633,7.0,0.6949520169987743,28,0.8488959181889383,31,0.9395002952662838,24.0,0.7972510798182373
103,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-17,0.0,0.0,0.46214302663105633,0.0,0.6949520169987743,0,0.8488959181889383,0,0.9395002952662838,0.0,0.7972510798182373
104,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-18,0.0,0.0,0.46214302663105633,0.0,0.6949520169987743,0,0.8488959181889383,0,0.9395002952662838,0.0,0.7972510798182373
105,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-12,26.0,0.0,0.5902255639097744,0.0,0.6015037593984962,3,0.3360323886639677,4,0.4956622325043377,0.0,0.5939849624060151
106,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-13,0.0,0.0,0.5902255639097744,0.0,0.6015037593984962,4,0.3360323886639677,4,0.4956622325043377,0.0,0.5939849624060151
107,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-14,0.0,5.0,0.5902255639097744,6.0,0.6015037593984962,9,0.3360323886639677,0,0.4956622325043377,4.0,0.5939849624060151
108,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-15,38.0,5.0,0.5902255639097744,8.0,0.6015037593984962,9,0.3360323886639677,12,0.4956622325043377,6.0,0.5939849624060151
109,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-16,0.0,0.0,0.5902255639097744,0.0,0.6015037593984962,4,0.3360323886639677,4,0.4956622325043377,0.0,0.5939849624060151
110,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-17,0.0,0.0,0.5902255639097744,0.0,0.6015037593984962,0,0.3360323886639677,0,0.4956622325043377,0.0,0.5939849624060151
