item_id,date,predicted,actual,error,MAPE,Accuracy
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c5b,2024-02-12,5,0.0,1.0,0.42857142857142855,0.5714285714285714
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c5b,2024-02-13,0,0.0,0.0,0.42857142857142855,0.5714285714285714
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c5b,2024-02-14,0,0.0,0.0,0.42857142857142855,0.5714285714285714
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c5b,2024-02-15,1,0.0,1.0,0.42857142857142855,0.5714285714285714
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c5b,2024-02-16,16,0.0,1.0,0.42857142857142855,0.5714285714285714
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c5b,2024-02-17,0,0.0,0.0,0.42857142857142855,0.5714285714285714
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c5b,2024-02-18,0,0.0,0.0,0.42857142857142855,0.5714285714285714
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c77,2024-02-12,2,0.0,1.0,0.5714285714285714,0.4285714285714286
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c77,2024-02-13,0,0.0,0.0,0.5714285714285714,0.4285714285714286
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c77,2024-02-14,1,0.0,1.0,0.5714285714285714,0.4285714285714286
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c77,2024-02-15,1,0.0,1.0,0.5714285714285714,0.4285714285714286
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c77,2024-02-16,4,0.0,1.0,0.5714285714285714,0.4285714285714286
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c77,2024-02-17,0,0.0,0.0,0.5714285714285714,0.4285714285714286
5b964b50a6fb5422abb2fda7_5b964a709153de1766fcf94c_65774ecf4fb51d001be77c77,2024-02-18,0,0.0,0.0,0.5714285714285714,0.4285714285714286
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f17,2024-02-12,5,0.0,1.0,0.42857142857142855,0.5714285714285714
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f17,2024-02-13,0,0.0,0.0,0.42857142857142855,0.5714285714285714
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f17,2024-02-14,0,0.0,0.0,0.42857142857142855,0.5714285714285714
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f17,2024-02-15,4,0.0,1.0,0.42857142857142855,0.5714285714285714
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f17,2024-02-16,12,0.0,1.0,0.42857142857142855,0.5714285714285714
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f17,2024-02-17,0,0.0,0.0,0.42857142857142855,0.5714285714285714
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f17,2024-02-18,0,0.0,0.0,0.42857142857142855,0.5714285714285714
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f1e,2024-02-12,0,0.0,0.0,0.2857142857142857,0.7142857142857143
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f1e,2024-02-13,0,0.0,0.0,0.2857142857142857,0.7142857142857143
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f1e,2024-02-14,1,0.0,1.0,0.2857142857142857,0.7142857142857143
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f1e,2024-02-15,0,0.0,0.0,0.2857142857142857,0.7142857142857143
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f1e,2024-02-16,3,0.0,1.0,0.2857142857142857,0.7142857142857143
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f1e,2024-02-17,0,0.0,0.0,0.2857142857142857,0.7142857142857143
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f1e,2024-02-18,0,0.0,0.0,0.2857142857142857,0.7142857142857143
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f21,2024-02-12,5,0.0,1.0,0.5714285714285714,0.4285714285714286
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f21,2024-02-13,0,0.0,0.0,0.5714285714285714,0.4285714285714286
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f21,2024-02-14,2,0.0,1.0,0.5714285714285714,0.4285714285714286
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f21,2024-02-15,22,0.0,1.0,0.5714285714285714,0.4285714285714286
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f21,2024-02-16,56,0.0,1.0,0.5714285714285714,0.4285714285714286
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f21,2024-02-17,0,0.0,0.0,0.5714285714285714,0.4285714285714286
5b964b50a6fb5422abb2fda7_5c406ac021301e2fa8093d09_646b51e03d50300018af7f21,2024-02-18,0,0.0,0.0,0.5714285714285714,0.4285714285714286
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b16,2024-02-12,5,0.0,1.0,0.14285714285714285,0.8571428571428572
5e454d189475ce03ce996662_5e46386d820a5c0b7762703a_65ae14b78d7d8f001be02b16,2024-02-13,0,0.0,0.0,0.14285714285714285,0.8571428571428572
