,foodcourt,restaurant,restaurantmenuitem,date,forecast,r2,actual,error,MAPE,accuracy_prophet_multi
1357,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d901,2024-02-18,0,0.23470411233701116,0.0,0.0,0.3408243297318928,0.6591756702681072
1358,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d906,2024-02-12,4,-1.260416666666667,3.0,0.3333333333333333,0.47619047619047616,0.5238095238095238
1359,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d906,2024-02-13,6,-1.260416666666667,2.0,1.0,0.47619047619047616,0.5238095238095238
1360,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d906,2024-02-14,3,-1.260416666666667,0.0,1.0,0.47619047619047616,0.5238095238095238
1361,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d906,2024-02-15,4,-1.260416666666667,3.0,0.3333333333333333,0.47619047619047616,0.5238095238095238
1362,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d906,2024-02-16,1,-1.260416666666667,3.0,0.6666666666666666,0.47619047619047616,0.5238095238095238
1363,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d906,2024-02-17,0,-1.260416666666667,0.0,0.0,0.47619047619047616,0.5238095238095238
1364,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d906,2024-02-18,0,-1.260416666666667,0.0,0.0,0.47619047619047616,0.5238095238095238
1365,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d90c,2024-02-12,36,0.5364499517219181,18.0,1.0,0.34682786157941436,0.6531721384205856
1366,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d90c,2024-02-13,43,0.5364499517219181,28.0,0.5357142857142857,0.34682786157941436,0.6531721384205856
1367,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d90c,2024-02-14,64,0.5364499517219181,56.0,0.14285714285714285,0.34682786157941436,0.6531721384205856
1368,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d90c,2024-02-15,59,0.5364499517219181,56.0,0.05357142857142857,0.34682786157941436,0.6531721384205856
1369,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d90c,2024-02-16,78,0.5364499517219181,46.0,0.6956521739130435,0.34682786157941436,0.6531721384205856
1370,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d90c,2024-02-17,0,0.5364499517219181,0.0,0.0,0.34682786157941436,0.6531721384205856
1371,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d90c,2024-02-18,0,0.5364499517219181,0.0,0.0,0.34682786157941436,0.6531721384205856
1372,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d913,2024-02-12,9,0.7006933744221879,15.0,0.4,0.2387755102040816,0.7612244897959184
1373,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d913,2024-02-13,16,0.7006933744221879,21.0,0.23809523809523808,0.2387755102040816,0.7612244897959184
1374,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d913,2024-02-14,13,0.7006933744221879,10.0,0.3,0.2387755102040816,0.7612244897959184
1375,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d913,2024-02-15,10,0.7006933744221879,15.0,0.3333333333333333,0.2387755102040816,0.7612244897959184
1376,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d913,2024-02-16,6,0.7006933744221879,10.0,0.4,0.2387755102040816,0.7612244897959184
1377,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d913,2024-02-17,0,0.7006933744221879,0.0,0.0,0.2387755102040816,0.7612244897959184
1378,618d0666c770501898e3d95f,64cb515c8130e300119eb128,64f4606b74a5cf0011c5d913,2024-02-18,0,0.7006933744221879,0.0,0.0,0.2387755102040816,0.7612244897959184
1379,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015627,2024-02-12,7,-0.028915662650602414,11.0,0.36363636363636365,0.43970315398886833,0.5602968460111317
1380,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015627,2024-02-13,7,-0.028915662650602414,3.0,1.0,0.43970315398886833,0.5602968460111317
1381,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015627,2024-02-14,9,-0.028915662650602414,12.0,0.25,0.43970315398886833,0.5602968460111317
1382,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015627,2024-02-15,4,-0.028915662650602414,14.0,0.7142857142857143,0.43970315398886833,0.5602968460111317
1383,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015627,2024-02-16,5,-0.028915662650602414,20.0,0.75,0.43970315398886833,0.5602968460111317
1384,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015627,2024-02-17,0,-0.028915662650602414,0.0,0.0,0.43970315398886833,0.5602968460111317
1385,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015627,2024-02-18,0,-0.028915662650602414,0.0,0.0,0.43970315398886833,0.5602968460111317
1386,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015634,2024-02-12,92,0.5474217421502646,43.0,1.0,0.28705912184241617,0.7129408781575839
1387,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015634,2024-02-13,126,0.5474217421502646,85.0,0.4823529411764706,0.28705912184241617,0.7129408781575839
1388,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015634,2024-02-14,125,0.5474217421502646,93.0,0.34408602150537637,0.28705912184241617,0.7129408781575839
1389,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015634,2024-02-15,124,0.5474217421502646,107.0,0.1588785046728972,0.28705912184241617,0.7129408781575839
1390,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015634,2024-02-16,81,0.5474217421502646,83.0,0.024096385542168676,0.28705912184241617,0.7129408781575839
1391,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015634,2024-02-17,0,0.5474217421502646,0.0,0.0,0.28705912184241617,0.7129408781575839
1392,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015634,2024-02-18,0,0.5474217421502646,0.0,0.0,0.28705912184241617,0.7129408781575839
1393,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015659,2024-02-12,3,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
1394,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015659,2024-02-13,5,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
1395,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015659,2024-02-14,4,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
1396,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015659,2024-02-15,6,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
1397,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015659,2024-02-16,5,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
1398,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015659,2024-02-17,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
1399,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b015659,2024-02-18,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
1400,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b01569a,2024-02-12,51,-0.29066791776848944,20.0,1.0,0.4830075187969925,0.5169924812030076
1401,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b01569a,2024-02-13,71,-0.29066791776848944,30.0,1.0,0.4830075187969925,0.5169924812030076
1402,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b01569a,2024-02-14,81,-0.29066791776848944,57.0,0.42105263157894735,0.4830075187969925,0.5169924812030076
1403,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b01569a,2024-02-15,72,-0.29066791776848944,48.0,0.5,0.4830075187969925,0.5169924812030076
1404,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b01569a,2024-02-16,73,-0.29066791776848944,50.0,0.46,0.4830075187969925,0.5169924812030076
1405,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b01569a,2024-02-17,0,-0.29066791776848944,0.0,0.0,0.4830075187969925,0.5169924812030076
1406,61af314a8f71d5017eb35d1a,62db9d69dae9166c6ebde120,6455038151dc99001b01569a,2024-02-18,0,-0.29066791776848944,0.0,0.0,0.4830075187969925,0.5169924812030076
1407,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817a,2024-02-12,7,-0.14956275720164625,0.0,1.0,0.7103174603174603,0.28968253968253965
1408,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817a,2024-02-13,1,-0.14956275720164625,36.0,0.9722222222222222,0.7103174603174603,0.28968253968253965
1409,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817a,2024-02-14,1,-0.14956275720164625,0.0,1.0,0.7103174603174603,0.28968253968253965
1410,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817a,2024-02-15,1,-0.14956275720164625,0.0,1.0,0.7103174603174603,0.28968253968253965
1411,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817a,2024-02-16,1,-0.14956275720164625,0.0,1.0,0.7103174603174603,0.28968253968253965
1412,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817a,2024-02-17,0,-0.14956275720164625,0.0,0.0,0.7103174603174603,0.28968253968253965
1413,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817a,2024-02-18,0,-0.14956275720164625,0.0,0.0,0.7103174603174603,0.28968253968253965
1414,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817b,2024-02-12,86,0.5754078339003751,90.0,0.044444444444444446,0.21270810801934753,0.7872918919806524
1415,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817b,2024-02-13,101,0.5754078339003751,107.0,0.056074766355140186,0.21270810801934753,0.7872918919806524
1416,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817b,2024-02-14,130,0.5754078339003751,54.0,1.0,0.21270810801934753,0.7872918919806524
1417,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817b,2024-02-15,137,0.5754078339003751,122.0,0.12295081967213115,0.21270810801934753,0.7872918919806524
1418,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817b,2024-02-16,83,0.5754078339003751,113.0,0.26548672566371684,0.21270810801934753,0.7872918919806524
1419,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817b,2024-02-17,0,0.5754078339003751,0.0,0.0,0.21270810801934753,0.7872918919806524
1420,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c8f45b382001b14817b,2024-02-18,0,0.5754078339003751,0.0,0.0,0.21270810801934753,0.7872918919806524
1421,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c9045b382001b1481b1,2024-02-12,75,0.6155239014968614,85.0,0.11764705882352941,0.16843009931245226,0.8315699006875478
1422,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c9045b382001b1481b1,2024-02-13,89,0.6155239014968614,88.0,0.011363636363636364,0.16843009931245226,0.8315699006875478
1423,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c9045b382001b1481b1,2024-02-14,98,0.6155239014968614,35.0,1.0,0.16843009931245226,0.8315699006875478
1424,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c9045b382001b1481b1,2024-02-15,105,0.6155239014968614,100.0,0.05,0.16843009931245226,0.8315699006875478
1425,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c9045b382001b1481b1,2024-02-16,69,0.6155239014968614,69.0,0.0,0.16843009931245226,0.8315699006875478
1426,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c9045b382001b1481b1,2024-02-17,0,0.6155239014968614,0.0,0.0,0.16843009931245226,0.8315699006875478
1427,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,656d6c9045b382001b1481b1,2024-02-18,0,0.6155239014968614,0.0,0.0,0.16843009931245226,0.8315699006875478
1428,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a638364d88001b2b5128,2024-02-12,2,-47.999999999999986,0.0,1.0,0.7142857142857143,0.2857142857142857
1429,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a638364d88001b2b5128,2024-02-13,4,-47.999999999999986,1.0,1.0,0.7142857142857143,0.2857142857142857
1430,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a638364d88001b2b5128,2024-02-14,4,-47.999999999999986,0.0,1.0,0.7142857142857143,0.2857142857142857
1431,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a638364d88001b2b5128,2024-02-15,3,-47.999999999999986,0.0,1.0,0.7142857142857143,0.2857142857142857
1432,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a638364d88001b2b5128,2024-02-16,2,-47.999999999999986,0.0,1.0,0.7142857142857143,0.2857142857142857
1433,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a638364d88001b2b5128,2024-02-17,0,-47.999999999999986,0.0,0.0,0.7142857142857143,0.2857142857142857
1434,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a638364d88001b2b5128,2024-02-18,0,-47.999999999999986,0.0,0.0,0.7142857142857143,0.2857142857142857
1435,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a6654a13070017386ed8,2024-02-12,5,-1.482378854625551,0.0,1.0,0.5714285714285714,0.4285714285714286
1436,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a6654a13070017386ed8,2024-02-13,9,-1.482378854625551,9.0,0.0,0.5714285714285714,0.4285714285714286
1437,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a6654a13070017386ed8,2024-02-14,8,-1.482378854625551,2.0,1.0,0.5714285714285714,0.4285714285714286
1438,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a6654a13070017386ed8,2024-02-15,8,-1.482378854625551,2.0,1.0,0.5714285714285714,0.4285714285714286
1439,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a6654a13070017386ed8,2024-02-16,8,-1.482378854625551,0.0,1.0,0.5714285714285714,0.4285714285714286
1440,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a6654a13070017386ed8,2024-02-17,0,-1.482378854625551,0.0,0.0,0.5714285714285714,0.4285714285714286
1441,61b9a3365490112b7adfd6ba,622b0cc482b60c3a0583d100,65b8a6654a13070017386ed8,2024-02-18,0,-1.482378854625551,0.0,0.0,0.5714285714285714,0.4285714285714286
1442,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03de,2024-02-12,7,0.4009687836383208,9.0,0.2222222222222222,0.28033273915626855,0.7196672608437314
1443,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03de,2024-02-13,14,0.4009687836383208,17.0,0.17647058823529413,0.28033273915626855,0.7196672608437314
1444,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03de,2024-02-14,20,0.4009687836383208,9.0,1.0,0.28033273915626855,0.7196672608437314
1445,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03de,2024-02-15,12,0.4009687836383208,15.0,0.2,0.28033273915626855,0.7196672608437314
1446,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03de,2024-02-16,15,0.4009687836383208,11.0,0.36363636363636365,0.28033273915626855,0.7196672608437314
1447,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03de,2024-02-17,0,0.4009687836383208,0.0,0.0,0.28033273915626855,0.7196672608437314
1448,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03de,2024-02-18,0,0.4009687836383208,0.0,0.0,0.28033273915626855,0.7196672608437314
1449,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03df,2024-02-12,3,0.7405660377358491,4.0,0.25,0.21208791208791206,0.787912087912088
1450,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03df,2024-02-13,12,0.7405660377358491,9.0,0.3333333333333333,0.21208791208791206,0.787912087912088
1451,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03df,2024-02-14,11,0.7405660377358491,15.0,0.26666666666666666,0.21208791208791206,0.787912087912088
1452,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03df,2024-02-15,6,0.7405660377358491,8.0,0.25,0.21208791208791206,0.787912087912088
1453,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03df,2024-02-16,8,0.7405660377358491,13.0,0.38461538461538464,0.21208791208791206,0.787912087912088
1454,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03df,2024-02-17,0,0.7405660377358491,0.0,0.0,0.21208791208791206,0.787912087912088
1455,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03df,2024-02-18,0,0.7405660377358491,0.0,0.0,0.21208791208791206,0.787912087912088
1456,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e0,2024-02-12,9,0.7714776632302406,9.0,0.0,0.11667403803626715,0.8833259619637328
1457,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e0,2024-02-13,18,0.7714776632302406,17.0,0.058823529411764705,0.11667403803626715,0.8833259619637328
1458,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e0,2024-02-14,30,0.7714776632302406,20.0,0.5,0.11667403803626715,0.8833259619637328
1459,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e0,2024-02-15,16,0.7714776632302406,19.0,0.15789473684210525,0.11667403803626715,0.8833259619637328
1460,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e0,2024-02-16,18,0.7714776632302406,20.0,0.1,0.11667403803626715,0.8833259619637328
1461,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e0,2024-02-17,0,0.7714776632302406,0.0,0.0,0.11667403803626715,0.8833259619637328
1462,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e0,2024-02-18,0,0.7714776632302406,0.0,0.0,0.11667403803626715,0.8833259619637328
1463,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e1,2024-02-12,3,0.7103448275862069,2.0,0.5,0.23095238095238094,0.7690476190476191
1464,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e1,2024-02-13,5,0.7103448275862069,6.0,0.16666666666666666,0.23095238095238094,0.7690476190476191
1465,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e1,2024-02-14,7,0.7103448275862069,4.0,0.75,0.23095238095238094,0.7690476190476191
1466,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e1,2024-02-15,6,0.7103448275862069,6.0,0.0,0.23095238095238094,0.7690476190476191
1467,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e1,2024-02-16,6,0.7103448275862069,5.0,0.2,0.23095238095238094,0.7690476190476191
1468,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e1,2024-02-17,0,0.7103448275862069,0.0,0.0,0.23095238095238094,0.7690476190476191
1469,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e1,2024-02-18,0,0.7103448275862069,0.0,0.0,0.23095238095238094,0.7690476190476191
1470,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e2,2024-02-12,12,0.9299358190709046,10.0,0.2,0.12688374427504862,0.8731162557249514
1471,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e2,2024-02-13,26,0.9299358190709046,33.0,0.21212121212121213,0.12688374427504862,0.8731162557249514
1472,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e2,2024-02-14,40,0.9299358190709046,45.0,0.1111111111111111,0.12688374427504862,0.8731162557249514
1473,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e2,2024-02-15,30,0.9299358190709046,23.0,0.30434782608695654,0.12688374427504862,0.8731162557249514
1474,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e2,2024-02-16,31,0.9299358190709046,33.0,0.06060606060606061,0.12688374427504862,0.8731162557249514
1475,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e2,2024-02-17,0,0.9299358190709046,0.0,0.0,0.12688374427504862,0.8731162557249514
1476,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e2,2024-02-18,0,0.9299358190709046,0.0,0.0,0.12688374427504862,0.8731162557249514
1477,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e8,2024-02-12,7,0.8511221294363256,8.0,0.125,0.13131065675559556,0.8686893432444045
1478,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e8,2024-02-13,24,0.8511221294363256,18.0,0.3333333333333333,0.13131065675559556,0.8686893432444045
1479,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e8,2024-02-14,27,0.8511221294363256,29.0,0.06896551724137931,0.13131065675559556,0.8686893432444045
1480,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e8,2024-02-15,20,0.8511221294363256,31.0,0.3548387096774194,0.13131065675559556,0.8686893432444045
1481,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e8,2024-02-16,28,0.8511221294363256,27.0,0.037037037037037035,0.13131065675559556,0.8686893432444045
1482,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e8,2024-02-17,0,0.8511221294363256,0.0,0.0,0.13131065675559556,0.8686893432444045
1483,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f03e8,2024-02-18,0,0.8511221294363256,0.0,0.0,0.13131065675559556,0.8686893432444045
1484,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f0415,2024-02-12,4,0.6536458333333334,0.0,1.0,0.282312925170068,0.717687074829932
1485,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f0415,2024-02-13,5,0.6536458333333334,6.0,0.16666666666666666,0.282312925170068,0.717687074829932
1486,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f0415,2024-02-14,7,0.6536458333333334,9.0,0.2222222222222222,0.282312925170068,0.717687074829932
1487,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f0415,2024-02-15,5,0.6536458333333334,9.0,0.4444444444444444,0.282312925170068,0.717687074829932
1488,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f0415,2024-02-16,6,0.6536458333333334,7.0,0.14285714285714285,0.282312925170068,0.717687074829932
1489,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f0415,2024-02-17,0,0.6536458333333334,0.0,0.0,0.282312925170068,0.717687074829932
1490,61b9a3365490112b7adfd6ba,638440378eda195315d84cb7,657010310885b8001b2f0415,2024-02-18,0,0.6536458333333334,0.0,0.0,0.282312925170068,0.717687074829932
1491,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df2504,2024-02-12,0,0.7842702169625246,0.0,0.0,0.2032967032967033,0.7967032967032968
1492,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df2504,2024-02-13,0,0.7842702169625246,0.0,0.0,0.2032967032967033,0.7967032967032968
1493,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df2504,2024-02-14,37,0.7842702169625246,26.0,0.4230769230769231,0.2032967032967033,0.7967032967032968
1494,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df2504,2024-02-15,2,0.7842702169625246,0.0,1.0,0.2032967032967033,0.7967032967032968
1495,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df2504,2024-02-16,0,0.7842702169625246,0.0,0.0,0.2032967032967033,0.7967032967032968
1496,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df2504,2024-02-17,0,0.7842702169625246,0.0,0.0,0.2032967032967033,0.7967032967032968
1497,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df2504,2024-02-18,0,0.7842702169625246,0.0,0.0,0.2032967032967033,0.7967032967032968
1498,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df251a,2024-02-12,105,0.7877740366629256,122.0,0.13934426229508196,0.17462902785413517,0.8253709721458649
1499,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df251a,2024-02-13,143,0.7877740366629256,118.0,0.211864406779661,0.17462902785413517,0.8253709721458649
1500,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df251a,2024-02-14,140,0.7877740366629256,93.0,0.5053763440860215,0.17462902785413517,0.8253709721458649
1501,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df251a,2024-02-15,130,0.7877740366629256,110.0,0.18181818181818182,0.17462902785413517,0.8253709721458649
1502,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df251a,2024-02-16,102,0.7877740366629256,125.0,0.184,0.17462902785413517,0.8253709721458649
1503,61e39f4b2acc405ba5c12202,61e3a3cc77eb426ff13294b8,64f2f39fb0bed60017df251a,2024-02-17,0,0.7877740366629256,0.0,0.0,0.17462902785413517,0.8253709721458649
