,foodcourt,restaurant,restaurantmenuitem,date,forecast,r2,actual,error,MAPE,accuracy_prophet_multi
29,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f21,2024-02-13,110,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
30,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f21,2024-02-14,62,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
31,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f21,2024-02-15,71,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
32,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f21,2024-02-16,149,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
33,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f21,2024-02-17,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
34,5b964b50a6fb5422abb2fda7,5c406ac021301e2fa8093d09,646b51e03d50300018af7f21,2024-02-18,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
35,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b16,2024-02-12,6,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
36,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b16,2024-02-13,1,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
37,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b16,2024-02-14,5,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
38,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b16,2024-02-15,1,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
39,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b16,2024-02-16,1,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
40,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b16,2024-02-17,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
41,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b16,2024-02-18,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
42,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-12,19,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
43,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-13,21,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
44,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-14,13,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
45,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-15,14,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
46,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-16,6,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
47,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-17,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
48,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b1d,2024-02-18,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
49,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-12,23,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
50,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-13,32,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
51,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-14,15,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
52,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-15,18,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
53,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-16,8,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
54,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-17,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
55,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b21,2024-02-18,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
56,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-12,14,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
57,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-13,18,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
58,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-14,8,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
59,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-15,10,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
60,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-16,4,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
61,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-17,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
62,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ae14b78d7d8f001be02b2d,2024-02-18,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
63,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-12,2,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
64,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-13,3,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
65,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-14,9,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
66,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-15,2,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
67,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-16,2,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
68,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-17,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
69,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f04,2024-02-18,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
70,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-12,2,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
71,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-13,2,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
72,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-14,12,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
73,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-15,2,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
74,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-16,2,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
75,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-17,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
76,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6d4a13070017386f0e,2024-02-18,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
77,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-12,5,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
78,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-13,5,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
79,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-14,22,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
80,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-15,5,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
81,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-16,5,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857
82,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-17,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
83,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65b8bd6e4a13070017386f2d,2024-02-18,0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857
84,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-12,73,0.02872694284850319,62.0,0.1774193548387097,0.31322779315003296,0.6867722068499671
85,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-13,84,0.02872694284850319,79.0,0.06329113924050633,0.31322779315003296,0.6867722068499671
86,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-14,104,0.02872694284850319,75.0,0.38666666666666666,0.31322779315003296,0.6867722068499671
87,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-15,129,0.02872694284850319,60.0,1.0,0.31322779315003296,0.6867722068499671
88,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-16,72,0.02872694284850319,46.0,0.5652173913043478,0.31322779315003296,0.6867722068499671
89,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-17,0,0.02872694284850319,0.0,0.0,0.31322779315003296,0.6867722068499671
90,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225a,2024-02-18,0,0.02872694284850319,0.0,0.0,0.31322779315003296,0.6867722068499671
91,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-12,45,-0.2524728234257174,38.0,0.18421052631578946,0.39247385399798784,0.6075261460020122
92,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-13,60,-0.2524728234257174,38.0,0.5789473684210527,0.39247385399798784,0.6075261460020122
93,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-14,66,-0.2524728234257174,43.0,0.5348837209302325,0.39247385399798784,0.6075261460020122
94,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-15,82,-0.2524728234257174,46.0,0.782608695652174,0.39247385399798784,0.6075261460020122
95,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-16,90,-0.2524728234257174,54.0,0.6666666666666666,0.39247385399798784,0.6075261460020122
96,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-17,0,-0.2524728234257174,0.0,0.0,0.39247385399798784,0.6075261460020122
97,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b42225b,2024-02-18,0,-0.2524728234257174,0.0,0.0,0.39247385399798784,0.6075261460020122
98,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-12,33,0.9438693687126404,31.0,0.06451612903225806,0.06049970473371619,0.9395002952662838
99,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-13,43,0.9438693687126404,42.0,0.023809523809523808,0.06049970473371619,0.9395002952662838
100,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-14,27,0.9438693687126404,28.0,0.03571428571428571,0.06049970473371619,0.9395002952662838
101,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-15,34,0.9438693687126404,36.0,0.05555555555555555,0.06049970473371619,0.9395002952662838
102,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-16,31,0.9438693687126404,41.0,0.24390243902439024,0.06049970473371619,0.9395002952662838
103,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-17,0,0.9438693687126404,0.0,0.0,0.06049970473371619,0.9395002952662838
104,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422294,2024-02-18,0,0.9438693687126404,0.0,0.0,0.06049970473371619,0.9395002952662838
105,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-12,4,0.22338049143708127,26.0,0.8461538461538461,0.5043377674956623,0.4956622325043377
106,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-13,4,0.22338049143708127,0.0,1.0,0.5043377674956623,0.4956622325043377
107,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-14,0,0.22338049143708127,0.0,0.0,0.5043377674956623,0.4956622325043377
108,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-15,12,0.22338049143708127,38.0,0.6842105263157895,0.5043377674956623,0.4956622325043377
109,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-16,4,0.22338049143708127,0.0,1.0,0.5043377674956623,0.4956622325043377
110,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-17,0,0.22338049143708127,0.0,0.0,0.5043377674956623,0.4956622325043377
111,5e454d189475ce03ce996662,5e46386d820a5c0b7762703a,65ba1cb24314c6001b422298,2024-02-18,0,0.22338049143708127,0.0,0.0,0.5043377674956623,0.4956622325043377
112,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-12,4,-0.42799999999999994,5.0,0.2,0.19999999999999998,0.8
113,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-13,4,-0.42799999999999994,4.0,0.0,0.19999999999999998,0.8
114,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-14,4,-0.42799999999999994,5.0,0.2,0.19999999999999998,0.8
115,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-15,7,-0.42799999999999994,0.0,1.0,0.19999999999999998,0.8
116,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-16,4,-0.42799999999999994,4.0,0.0,0.19999999999999998,0.8
117,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-17,0,-0.42799999999999994,0.0,0.0,0.19999999999999998,0.8
118,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c4c,2024-02-18,0,-0.42799999999999994,0.0,0.0,0.19999999999999998,0.8
119,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-12,0,0.07824427480916041,6.0,1.0,0.4058956916099773,0.5941043083900227
120,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-13,4,0.07824427480916041,2.0,1.0,0.4058956916099773,0.5941043083900227
121,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-14,5,0.07824427480916041,7.0,0.2857142857142857,0.4058956916099773,0.5941043083900227
122,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-15,5,0.07824427480916041,5.0,0.0,0.4058956916099773,0.5941043083900227
123,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-16,4,0.07824427480916041,9.0,0.5555555555555556,0.4058956916099773,0.5941043083900227
124,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-17,0,0.07824427480916041,0.0,0.0,0.4058956916099773,0.5941043083900227
125,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c5c,2024-02-18,0,0.07824427480916041,0.0,0.0,0.4058956916099773,0.5941043083900227
126,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-12,4,0.7485029940119761,2.0,1.0,0.31651205936920224,0.6834879406307978
127,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-13,6,0.7485029940119761,7.0,0.14285714285714285,0.31651205936920224,0.6834879406307978
128,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-14,8,0.7485029940119761,5.0,0.6,0.31651205936920224,0.6834879406307978
129,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-15,8,0.7485029940119761,11.0,0.2727272727272727,0.31651205936920224,0.6834879406307978
130,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-16,4,0.7485029940119761,5.0,0.2,0.31651205936920224,0.6834879406307978
131,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-17,0,0.7485029940119761,0.0,0.0,0.31651205936920224,0.6834879406307978
132,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c79,2024-02-18,0,0.7485029940119761,0.0,0.0,0.31651205936920224,0.6834879406307978
133,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-12,0,0.06451612903225812,5.0,1.0,0.5873015873015872,0.4126984126984128
134,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-13,1,0.06451612903225812,3.0,0.6666666666666666,0.5873015873015872,0.4126984126984128
135,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-14,3,0.06451612903225812,1.0,1.0,0.5873015873015872,0.4126984126984128
136,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-15,0,0.06451612903225812,3.0,1.0,0.5873015873015872,0.4126984126984128
137,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-16,5,0.06451612903225812,9.0,0.4444444444444444,0.5873015873015872,0.4126984126984128
138,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-17,0,0.06451612903225812,0.0,0.0,0.5873015873015872,0.4126984126984128
139,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-18,0,0.06451612903225812,0.0,0.0,0.5873015873015872,0.4126984126984128
140,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-12,4,0.33669354838709664,1.0,1.0,0.4100340136054421,0.5899659863945579
141,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-13,10,0.33669354838709664,6.0,0.6666666666666666,0.4100340136054421,0.5899659863945579
142,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-14,7,0.33669354838709664,5.0,0.4,0.4100340136054421,0.5899659863945579
143,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-15,10,0.33669354838709664,7.0,0.42857142857142855,0.4100340136054421,0.5899659863945579
144,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-16,11,0.33669354838709664,8.0,0.375,0.4100340136054421,0.5899659863945579
145,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-17,0,0.33669354838709664,0.0,0.0,0.4100340136054421,0.5899659863945579
146,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-18,0,0.33669354838709664,0.0,0.0,0.4100340136054421,0.5899659863945579
147,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,2024-02-12,2,-0.3999999999999999,2.0,0.0,0.3333333333333333,0.6666666666666667
148,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,2024-02-13,2,-0.3999999999999999,0.0,1.0,0.3333333333333333,0.6666666666666667
149,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,2024-02-14,4,-0.3999999999999999,3.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
150,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,2024-02-15,2,-0.3999999999999999,2.0,0.0,0.3333333333333333,0.6666666666666667
151,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,2024-02-16,3,-0.3999999999999999,0.0,1.0,0.3333333333333333,0.6666666666666667
152,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,2024-02-17,0,-0.3999999999999999,0.0,0.0,0.3333333333333333,0.6666666666666667
