date,foodcourtid,restaurant,menuitemid,FCRI_total_count,forecast_lr,r2_lr,accuracy_lr,forecast_xgb_multi,r2_xgb_multi,accuracy_xgb_multi,forecast_xgb_norm,r2_xgb_norm,accuracy_xgb_norm,forecast_xgb_lag,r2_xgb_lag,accuracy_xgb_lag,forecast_rf_lag,r2_rf_lag,accuracy_rf_lag
2024-02-19,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,7,-0.690338636311687,0.058757811226430534,6,-0.9283440764360327,0.01437229437229437,4.0,-0.903943518708999,0.019624819624819656,0.0,-0.9885254520103315,0.1428571428571429,14.0,-0.8538623739971198,0.035440115440115494
2024-02-20,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,8,-0.690338636311687,0.058757811226430534,6,-0.9283440764360327,0.01437229437229437,7.0,-0.903943518708999,0.019624819624819656,-1.0,-0.9885254520103315,0.1428571428571429,14.0,-0.8538623739971198,0.035440115440115494
2024-02-21,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,10,-0.690338636311687,0.058757811226430534,6,-0.9283440764360327,0.01437229437229437,12.0,-0.903943518708999,0.019624819624819656,-1.0,-0.9885254520103315,0.1428571428571429,14.0,-0.8538623739971198,0.035440115440115494
2024-02-22,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,99.0,11,-0.690338636311687,0.058757811226430534,6,-0.9283440764360327,0.01437229437229437,7.0,-0.903943518708999,0.019624819624819656,-1.0,-0.9885254520103315,0.1428571428571429,14.0,-0.8538623739971198,0.035440115440115494
2024-02-23,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,150.0,12,-0.690338636311687,0.058757811226430534,6,-0.9283440764360327,0.01437229437229437,10.0,-0.903943518708999,0.019624819624819656,0.0,-0.9885254520103315,0.1428571428571429,16.0,-0.8538623739971198,0.035440115440115494
2024-02-24,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,239.0,14,-0.690338636311687,0.058757811226430534,0,-0.9283440764360327,0.01437229437229437,0.0,-0.903943518708999,0.019624819624819656,0.0,-0.9885254520103315,0.1428571428571429,0.0,-0.8538623739971198,0.035440115440115494
2024-02-25,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,99.0,16,-0.690338636311687,0.058757811226430534,0,-0.9283440764360327,0.01437229437229437,0.0,-0.903943518708999,0.019624819624819656,0.0,-0.9885254520103315,0.1428571428571429,0.0,-0.8538623739971198,0.035440115440115494
2024-02-19,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,58.0,20,-0.3865023487928023,0.5636319828795497,0,-3.1470836310813812,0.0,10.0,-2.711854081979311,0.18325762907043697,-1.0,-3.1847638906786306,0.0,0.0,-3.0626208076098536,0.014583591012162445
2024-02-20,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,25.0,31,-0.3865023487928023,0.5636319828795497,0,-3.1470836310813812,0.0,15.0,-2.711854081979311,0.18325762907043697,-1.0,-3.1847638906786306,0.0,1.0,-3.0626208076098536,0.014583591012162445
2024-02-21,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,40.0,43,-0.3865023487928023,0.5636319828795497,0,-3.1470836310813812,0.0,14.0,-2.711854081979311,0.18325762907043697,-1.0,-3.1847638906786306,0.0,1.0,-3.0626208076098536,0.014583591012162445
2024-02-22,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,180.0,54,-0.3865023487928023,0.5636319828795497,0,-3.1470836310813812,0.0,9.0,-2.711854081979311,0.18325762907043697,-1.0,-3.1847638906786306,0.0,2.0,-3.0626208076098536,0.014583591012162445
2024-02-23,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,154.0,67,-0.3865023487928023,0.5636319828795497,0,-3.1470836310813812,0.0,17.0,-2.711854081979311,0.18325762907043697,-1.0,-3.1847638906786306,0.0,4.0,-3.0626208076098536,0.014583591012162445
2024-02-24,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,164.0,75,-0.3865023487928023,0.5636319828795497,0,-3.1470836310813812,0.0,0.0,-2.711854081979311,0.18325762907043697,0.0,-3.1847638906786306,0.0,0.0,-3.0626208076098536,0.014583591012162445
