date,foodcourtid,restaurant,menuitemid,FCRI_total_count,forecast_lr,r2_lr,accuracy_lr,forecast_xgb_multi,r2_xgb_multi,accuracy_xgb_multi,forecast_xgb_norm,r2_xgb_norm,accuracy_xgb_norm,forecast_xgb_lag,r2_xgb_lag,accuracy_xgb_lag,forecast_rf_lag,r2_rf_lag,accuracy_rf_lag,forecast_prophet_lag2,r2_prophet_lag2,accuracy_prophet_lag2,forecast_prophet_lag3,r2_prophet_lag3,accuracy_prophet_lag3
2024-02-19,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,0,-0.9845053601225171,0.4285714285714286,0,-0.9845053601225171,0.4285714285714286,6.0,-0.8797429655534983,0.02681096681096684,0.0,-0.9845053601225171,0.4285714285714286,2.0,-0.9649849139408899,0.00479076479076479,17,-0.8049812567144392,0.053160173160173185,21,-0.7787006560149945,0.06513708513708516
2024-02-20,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,0,-0.9845053601225171,0.4285714285714286,0,-0.9845053601225171,0.4285714285714286,9.0,-0.8797429655534983,0.02681096681096684,0.0,-0.9845053601225171,0.4285714285714286,2.0,-0.9649849139408899,0.00479076479076479,20,-0.8049812567144392,0.053160173160173185,24,-0.7787006560149945,0.06513708513708516
2024-02-21,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,0,-0.9845053601225171,0.4285714285714286,0,-0.9845053601225171,0.4285714285714286,16.0,-0.8797429655534983,0.02681096681096684,0.0,-0.9845053601225171,0.4285714285714286,2.0,-0.9649849139408899,0.00479076479076479,26,-0.8049812567144392,0.053160173160173185,32,-0.7787006560149945,0.06513708513708516
2024-02-22,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,99.0,0,-0.9845053601225171,0.4285714285714286,0,-0.9845053601225171,0.4285714285714286,10.0,-0.8797429655534983,0.02681096681096684,0.0,-0.9845053601225171,0.4285714285714286,2.0,-0.9649849139408899,0.00479076479076479,21,-0.8049812567144392,0.053160173160173185,26,-0.7787006560149945,0.06513708513708516
2024-02-23,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,150.0,0,-0.9845053601225171,0.4285714285714286,0,-0.9845053601225171,0.4285714285714286,13.0,-0.8797429655534983,0.02681096681096684,0.0,-0.9845053601225171,0.4285714285714286,2.0,-0.9649849139408899,0.00479076479076479,24,-0.8049812567144392,0.053160173160173185,29,-0.7787006560149945,0.06513708513708516
2024-02-24,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,239.0,0,-0.9845053601225171,0.4285714285714286,0,-0.9845053601225171,0.4285714285714286,0.0,-0.8797429655534983,0.02681096681096684,0.0,-0.9845053601225171,0.4285714285714286,0.0,-0.9649849139408899,0.00479076479076479,0,-0.8049812567144392,0.053160173160173185,0,-0.7787006560149945,0.06513708513708516
2024-02-25,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,99.0,0,-0.9845053601225171,0.4285714285714286,0,-0.9845053601225171,0.4285714285714286,0.0,-0.8797429655534983,0.02681096681096684,0.0,-0.9845053601225171,0.4285714285714286,0.0,-0.9649849139408899,0.00479076479076479,0,-0.8049812567144392,0.053160173160173185,0,-0.7787006560149945,0.06513708513708516
2024-02-19,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,58.0,12,-1.0064020711549495,0.4723582350339529,0,-3.1379403254337355,0.0012755102040815647,13.0,-2.5681032765952456,0.2422444003724793,0.0,-3.1470836310813812,0.0,3.0,-3.036502934526668,0.040410189154031495,21,-2.338495601138666,0.3157191904975155,24,-2.346941883485819,0.3140112596762844
2024-02-20,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,25.0,30,-1.0064020711549495,0.4723582350339529,0,-3.1379403254337355,0.0012755102040815647,20.0,-2.5681032765952456,0.2422444003724793,0.0,-3.1470836310813812,0.0,3.0,-3.036502934526668,0.040410189154031495,28,-2.338495601138666,0.3157191904975155,32,-2.346941883485819,0.3140112596762844
2024-02-21,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,40.0,39,-1.0064020711549495,0.4723582350339529,0,-3.1379403254337355,0.0012755102040815647,18.0,-2.5681032765952456,0.2422444003724793,0.0,-3.1470836310813812,0.0,3.0,-3.036502934526668,0.040410189154031495,26,-2.338495601138666,0.3157191904975155,30,-2.346941883485819,0.3140112596762844
2024-02-22,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,180.0,43,-1.0064020711549495,0.4723582350339529,0,-3.1379403254337355,0.0012755102040815647,13.0,-2.5681032765952456,0.2422444003724793,0.0,-3.1470836310813812,0.0,3.0,-3.036502934526668,0.040410189154031495,21,-2.338495601138666,0.3157191904975155,18,-2.346941883485819,0.3140112596762844
2024-02-23,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,154.0,46,-1.0064020711549495,0.4723582350339529,0,-3.1379403254337355,0.0012755102040815647,23.0,-2.5681032765952456,0.2422444003724793,0.0,-3.1470836310813812,0.0,3.0,-3.036502934526668,0.040410189154031495,31,-2.338495601138666,0.3157191904975155,33,-2.346941883485819,0.3140112596762844
2024-02-24,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,164.0,50,-1.0064020711549495,0.4723582350339529,0,-3.1379403254337355,0.0012755102040815647,0.0,-2.5681032765952456,0.2422444003724793,0.0,-3.1470836310813812,0.0,0.0,-3.036502934526668,0.040410189154031495,0,-2.338495601138666,0.3157191904975155,0,-2.346941883485819,0.3140112596762844
2024-02-25,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,112.0,54,-1.0064020711549495,0.4723582350339529,1,-3.1379403254337355,0.0012755102040815647,0.0,-2.5681032765952456,0.2422444003724793,0.0,-3.1470836310813812,0.0,0.0,-3.036502934526668,0.040410189154031495,0,-2.338495601138666,0.3157191904975155,0,-2.346941883485819,0.3140112596762844
