date,foodcourtid,restaurant,menuitemid,FCRI_total_count,forecast_lr,r2_lr,accuracy_lr,forecast_xgb_multi,r2_xgb_multi,accuracy_xgb_multi,forecast_xgb_norm,r2_xgb_norm,accuracy_xgb_norm,forecast_xgb_lag,r2_xgb_lag,accuracy_xgb_lag,forecast_rf_lag,r2_rf_lag,accuracy_rf_lag,forecast_prophet_lag2,r2_prophet_lag2,accuracy_prophet_lag2,forecast_prophet_lag3,r2_prophet_lag3,accuracy_prophet_lag3
2024-02-05,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,0,-0.17218405437252748,0.2880078636959371,11,0.17504313609965494,0.03178243774574052,7.0,-0.17165625087674985,0.1428571428571429,11.0,-0.17037970288696225,0.1428571428571429,16.0,-0.17185878012512967,0.1428571428571429,15,-0.17988630306090947,0.1428571428571429,17,-0.18286286928709705,0.1428571428571429
2024-02-06,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,6,-0.17218405437252748,0.2880078636959371,11,0.17504313609965494,0.03178243774574052,10.0,-0.17165625087674985,0.1428571428571429,11.0,-0.17037970288696225,0.1428571428571429,15.0,-0.17185878012512967,0.1428571428571429,18,-0.17988630306090947,0.1428571428571429,20,-0.18286286928709705,0.1428571428571429
2024-02-07,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,47,-0.17218405437252748,0.2880078636959371,11,0.17504313609965494,0.03178243774574052,18.0,-0.17165625087674985,0.1428571428571429,11.0,-0.17037970288696225,0.1428571428571429,12.0,-0.17185878012512967,0.1428571428571429,26,-0.17988630306090947,0.1428571428571429,29,-0.18286286928709705,0.1428571428571429
2024-02-08,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,47,-0.17218405437252748,0.2880078636959371,11,0.17504313609965494,0.03178243774574052,12.0,-0.17165625087674985,0.1428571428571429,11.0,-0.17037970288696225,0.1428571428571429,11.0,-0.17185878012512967,0.1428571428571429,20,-0.17988630306090947,0.1428571428571429,22,-0.18286286928709705,0.1428571428571429
2024-02-09,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,50,-0.17218405437252748,0.2880078636959371,98,0.17504313609965494,0.03178243774574052,14.0,-0.17165625087674985,0.1428571428571429,11.0,-0.17037970288696225,0.1428571428571429,10.0,-0.17185878012512967,0.1428571428571429,23,-0.17988630306090947,0.1428571428571429,25,-0.18286286928709705,0.1428571428571429
2024-02-10,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,0.0,0,-0.17218405437252748,0.2880078636959371,97,0.17504313609965494,0.03178243774574052,0.0,-0.17165625087674985,0.1428571428571429,0.0,-0.17037970288696225,0.1428571428571429,0.0,-0.17185878012512967,0.1428571428571429,0,-0.17988630306090947,0.1428571428571429,0,-0.18286286928709705,0.1428571428571429
2024-02-11,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c5b,436.0,7,-0.17218405437252748,0.2880078636959371,97,0.17504313609965494,0.03178243774574052,0.0,-0.17165625087674985,0.1428571428571429,0.0,-0.17037970288696225,0.1428571428571429,0.0,-0.17185878012512967,0.1428571428571429,0,-0.17988630306090947,0.1428571428571429,0,-0.18286286928709705,0.1428571428571429
2024-02-05,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,0.0,25,-68.82644628099173,0.1428571428571429,29,-20.78099173553719,0.1298701298701299,15.0,-20.376033057851238,0.1428571428571429,31.0,-40.21900826446281,0.1428571428571429,36.0,-41.40495867768595,0.1428571428571429,35,-79.12396694214875,0.1428571428571429,51,-144.4862258953168,0.1428571428571429
2024-02-06,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,0.0,32,-68.82644628099173,0.1428571428571429,29,-20.78099173553719,0.1298701298701299,23.0,-20.376033057851238,0.1428571428571429,29.0,-40.21900826446281,0.1428571428571429,30.0,-41.40495867768595,0.1428571428571429,43,-79.12396694214875,0.1428571428571429,61,-144.4862258953168,0.1428571428571429
2024-02-07,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,0.0,60,-68.82644628099173,0.1428571428571429,12,-20.78099173553719,0.1298701298701299,21.0,-20.376033057851238,0.1428571428571429,28.0,-40.21900826446281,0.1428571428571429,27.0,-41.40495867768595,0.1428571428571429,41,-79.12396694214875,0.1428571428571429,59,-144.4862258953168,0.1428571428571429
2024-02-08,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,0.0,36,-68.82644628099173,0.1428571428571429,12,-20.78099173553719,0.1298701298701299,15.0,-20.376033057851238,0.1428571428571429,28.0,-40.21900826446281,0.1428571428571429,26.0,-41.40495867768595,0.1428571428571429,35,-79.12396694214875,0.1428571428571429,38,-144.4862258953168,0.1428571428571429
2024-02-09,5b964b50a6fb5422abb2fda7,5b964a709153de1766fcf94c,65774ecf4fb51d001be77c77,0.0,24,-68.82644628099173,0.1428571428571429,12,-20.78099173553719,0.1298701298701299,26.0,-20.376033057851238,0.1428571428571429,28.0,-40.21900826446281,0.1428571428571429,26.0,-41.40495867768595,0.1428571428571429,47,-79.12396694214875,0.1428571428571429,61,-144.4862258953168,0.1428571428571429
